customer_id,revenue,transactions,tenure_days
1015200,1074.14,99,750
1015201,773.87,68,1259
1015202,607.46,33,1694
1015203,52.03,2,1220
1015204,542.18,96,302
1015205,384.36,77,1325
1015206,506.59,8,1062
1015207,441.92,81,797
1015208,421.29,68,634
1015209,6254.4,82,134
1015210,223.31,99,155
1015211,752.65,8,1610
1015212,139.05,94,898
1015213,631.92,90,526
1015214,755.35,46,1051
1015215,378.91,6,338
1015216,1813.65,54,788
1015217,84.68,14,1682
1015218,136.36,52,1361
1015219,315.72,57,1207
1015220,704.13,96,32
1015221,303.48,71,1513
1015222,1144.71,39,468
1015223,110.61,85,1454
1015224,62.26,16,1654
1015225,354.16,32,1099
1015226,223.05,79,904
1015227,469.39,49,369
1015228,236.78,28,1730
1015229,162.71,34,1709
1015230,223.65,63,289
1015231,253.31,34,1089
1015232,169.7,76,729
1015233,191.76,69,443
1015234,150.76,76,1444
1015235,684.03,39,443
1015236,308.84,42,225
1015237,3670.57,89,804
1015238,296.74,97,998
1015239,126.34,67,1655
1015240,6031.86,8,105
1015241,401.96,23,129
1015242,802.84,19,1062
1015243,497.96,94,74
1015244,516.78,73,172
1015245,465.35,80,1093
1015246,65.2,1,210
1015247,380.33,66,1538
1015248,49.91,13,1269
1015249,198.5,54,170
1015250,102.44,65,1408
1015251,375.77,21,948
1015252,365.38,14,1226
1015253,435.88,86,758
1015254,345.42,46,669
1015255,118.13,59,1558
1015256,178.89,46,305
1015257,738.39,91,249
1015258,881.33,22,49
1015259,61.8,79,271
1015260,38.97,69,759
1015261,102.28,77,37
1015262,857.7,30,609
1015263,1051.38,89,1021
1015264,80.67,32,931
1015265,353.81,11,1466
1015266,2211.26,47,1643
1015267,402.77,4,57
1015268,1347.23,89,1633
1015269,811.17,86,1125
1015270,82.09,1,204
1015271,194.81,65,1554
1015272,255.11,17,987
1015273,277.26,55,914
1015274,734.8,73,1171
1015275,399.58,54,439
1015276,7.22,58,424
1015277,50.63,48,1213
1015278,17.73,44,268
1015279,302.0,3,1247
1015280,326.55,61,544
1015281,343.73,67,192
1015282,77.42,60,258
1015283,549.48,89,1743
1015284,577.97,88,1786
1015285,54.26,29,1774
1015286,42.13,25,1575
1015287,244.65,72,854
1015288,2100.94,52,635
1015289,1881.25,36,1637
1015290,481.1,87,1166
1015291,101.9,85,439
1015292,709.25,84,946
1015293,142.18,7,1554
1015294,97.42,59,866
1015295,18.68,86,1724
1015296,276.68,58,1484
1015297,114.91,78,1414
1015298,274.71,40,1544
1015299,15.5,20,405
1015300,300.0,49,1174
1015301,13.23,6,1542
1015302,902.82,89,333
1015303,457.73,19,1180
1015304,175.14,77,324
1015305,480.71,9,509
1015306,75.66,64,654
1015307,266.89,10,56
1015308,635.07,64,389
1015309,5.97,48,1154
1015310,143.07,30,871
1015311,238.13,12,482
1015312,193.34,14,1643
1015313,1406.03,29,953
1015314,63.52,32,616
1015315,116.12,50,727
1015316,24.56,25,1209
1015317,1498.69,51,1220
1015318,182.08,88,470
1015319,144.59,70,1600
1015320,229.76,55,1115
1015321,525.04,68,1714
1015322,371.24,92,413
1015323,5869.13,97,871
1015324,421.88,63,530
1015325,140.01,44,1728
1015326,124.76,11,399
1015327,152.73,52,761
1015328,40.36,14,1467
1015329,256.68,52,1638
1015330,626.51,65,356
1015331,117.21,76,919
1015332,92.86,59,806
1015333,1508.9,76,1780
1015334,44.18,21,1089
1015335,20.46,93,534
1015336,61.35,60,647
1015337,38.53,73,1530
1015338,388.96,75,929
1015339,158.72,28,1184
1015340,187.99,49,1017
1015341,976.06,59,138
1015342,106.74,57,943
1015343,620.24,38,214
1015344,1500.55,28,1166
1015345,141.63,10,666
1015346,592.55,8,228
1015347,183.06,92,1528
1015348,741.68,27,676
1015349,37.12,45,1081
1015350,33.97,35,559
1015351,153.01,85,385
1015352,84.21,25,855
1015353,131.62,50,1798
1015354,188.02,42,1744
1015355,580.57,63,288
1015356,150.03,75,1342
1015357,91.05,14,1063
1015358,160.48,48,1593
1015359,97.22,58,1688
1015360,79.77,86,1425
1015361,35.32,52,927
1015362,265.97,4,1378
1015363,123.66,93,872
1015364,780.19,21,723
1015365,43.08,79,1360
1015366,127.68,8,1285
1015367,2154.88,70,1716
1015368,79.24,2,396
1015369,184.23,95,891
1015370,56.88,64,595
1015371,48.52,97,1765
1015372,1566.77,35,283
1015373,300.44,8,670
1015374,287.27,85,1073
1015375,31.96,61,851
1015376,376.34,38,565
1015377,981.33,89,629
1015378,972.02,77,1468
1015379,545.66,53,1302
1015380,63.09,70,1267
1015381,356.29,20,48
1015382,545.17,15,93
1015383,28.41,81,1703
1015384,63.72,81,1162
1015385,710.37,91,594
1015386,700.12,31,32
1015387,38.16,52,732
1015388,635.25,26,1459
1015389,274.34,17,119
1015390,624.66,77,233
1015391,114.27,33,1630
1015392,530.71,83,846
1015393,673.57,89,92
1015394,160.52,71,237
1015395,249.96,1,219
1015396,112.37,70,1649
1015397,1775.73,87,835
1015398,211.81,42,128
1015399,80.93,95,758
1015400,103.65,42,474
1015401,284.9,10,1557
1015402,604.26,88,1654
1015403,49.25,62,1651
1015404,2246.64,69,734
1015405,354.39,54,1218
1015406,428.27,56,114
1015407,217.76,1,285
1015408,250.41,59,827
1015409,204.81,69,1462
1015410,829.94,60,1201
1015411,242.37,13,1100
1015412,614.29,52,1730
1015413,145.38,52,1437
1015414,309.44,96,1092
1015415,93.25,96,549
1015416,1053.46,36,1700
1015417,89.97,77,1392
1015418,165.67,84,590
1015419,167.68,18,649
1015420,160.01,96,461
1015421,582.31,31,1562
1015422,167.34,33,1480
1015423,1303.37,20,1426
1015424,91.64,32,541
1015425,299.84,61,672
1015426,96.45,57,1348
1015427,405.52,74,124
1015428,240.05,74,1771
1015429,203.15,4,1584
1015430,1018.59,68,1720
1015431,111.59,69,608
1015432,494.63,78,591
1015433,97.25,11,305
1015434,280.12,28,312
1015435,58.28,6,1689
1015436,110.5,7,354
1015437,221.72,59,1160
1015438,2159.39,84,108
1015439,276.16,7,757
1015440,1782.2,90,1331
1015441,318.74,97,272
1015442,153.78,54,1103
1015443,1551.89,79,866
1015444,413.4,14,698
1015445,113.15,50,513
1015446,430.39,42,35
1015447,172.24,86,1744
1015448,22.49,57,936
1015449,752.32,41,1315
1015450,910.43,3,71
1015451,2220.59,4,1650
1015452,406.09,27,1576
1015453,181.55,38,1188
1015454,666.46,60,1586
1015455,678.43,41,566
1015456,1747.49,44,280
1015457,231.93,58,1435
1015458,200.6,56,789
1015459,103.68,27,543
1015460,466.36,92,409
1015461,38.17,72,1463
1015462,620.98,20,1484
1015463,495.42,96,1147
1015464,493.78,36,760
1015465,288.84,37,857
1015466,1540.06,84,958
1015467,696.73,96,147
1015468,118.1,91,1441
1015469,120.66,88,352
1015470,85.15,50,887
1015471,474.16,97,1017
1015472,73.69,78,1423
1015473,897.91,33,1606
1015474,1196.99,60,1532
1015475,85.22,77,458
1015476,195.85,85,1535
1015477,249.62,22,203
1015478,706.82,96,586
1015479,1687.85,4,1285
1015480,32.38,50,1553
1015481,167.03,68,1497
1015482,177.82,5,737
1015483,45.57,90,678
1015484,136.71,97,910
1015485,408.84,48,496
1015486,175.14,22,60
1015487,38.34,68,987
1015488,7699.41,9,150
1015489,336.77,67,447
1015490,279.79,41,1167
1015491,65.53,41,1096
1015492,334.57,98,1186
1015493,200.93,88,1410
1015494,25.38,96,457
1015495,67.74,42,1131
1015496,635.18,48,1439
1015497,2522.03,27,405
1015498,380.16,93,865
1015499,919.38,96,180
1015500,202.98,95,1682
1015501,220.55,81,646
1015502,906.12,68,698
1015503,1799.62,74,1048
1015504,1165.98,20,758
1015505,68.06,4,453
1015506,225.8,11,323
1015507,341.39,29,132
1015508,179.18,41,1321
1015509,389.72,75,1156
1015510,655.04,47,825
1015511,815.15,64,983
1015512,1850.19,74,39
1015513,164.79,82,968
1015514,47.62,34,846
1015515,376.11,67,153
1015516,2346.25,14,630
1015517,138.05,56,1248
1015518,557.92,21,831
1015519,563.91,82,394
1015520,307.89,2,1500
1015521,246.73,8,902
1015522,80.79,35,1301
1015523,15.83,94,400
1015524,64.44,7,462
1015525,153.18,1,1553
1015526,913.16,7,188
1015527,216.21,88,728
1015528,131.26,97,883
1015529,84.0,70,1228
1015530,538.17,40,439
1015531,1248.91,9,1636
1015532,876.66,21,1525
1015533,506.43,74,1745
1015534,41.65,95,839
1015535,160.45,57,595
1015536,2532.0,68,154
1015537,940.43,61,1029
1015538,38.67,14,968
1015539,228.9,40,1344
1015540,378.31,91,92
1015541,98.04,70,1754
1015542,15.32,46,85
1015543,275.5,15,1335
1015544,95.08,64,1604
1015545,95.53,94,722
1015546,159.87,16,1705
1015547,208.43,96,1303
1015548,242.04,5,796
1015549,84.71,43,328
1015550,187.87,37,323
1015551,29.7,9,471
1015552,355.4,88,1668
1015553,7.94,93,1774
1015554,172.88,18,1510
1015555,737.32,67,140
1015556,68.63,22,937
1015557,578.08,42,264
1015558,979.34,14,559
1015559,4.62,84,1713
1015560,204.05,61,1452
1015561,7.76,49,1226
1015562,212.33,84,1790
1015563,242.6,42,445
1015564,12.44,37,1547
1015565,2464.65,68,393
1015566,344.89,8,777
1015567,88.34,95,658
1015568,1420.06,45,854
1015569,28.37,64,805
1015570,55.98,49,1673
1015571,15.5,49,911
1015572,2124.42,2,545
1015573,364.61,60,790
1015574,539.85,73,810
1015575,351.15,65,1739
1015576,487.13,79,1148
1015577,268.73,33,971
1015578,338.7,26,256
1015579,278.42,31,782
1015580,117.88,75,124
1015581,231.38,34,194
1015582,339.79,17,1333
1015583,279.4,82,1188
1015584,41.54,10,1530
1015585,48.72,61,752
1015586,897.32,52,1768
1015587,169.29,63,857
1015588,493.57,56,1659
1015589,65.99,38,981
1015590,41.77,45,371
1015591,88.92,4,306
1015592,187.34,91,1343
1015593,110.15,60,435
1015594,1156.0,66,1029
1015595,303.51,33,710
1015596,2250.09,62,559
1015597,397.54,87,1455
1015598,13.53,20,1497
1015599,868.92,92,77
1015600,39.99,44,1592
1015601,322.67,22,282
1015602,96.58,86,554
1015603,3201.11,23,340
1015604,1376.8,56,1163
1015605,100.47,50,424
1015606,210.01,84,480
1015607,328.17,75,923
1015608,689.59,86,541
1015609,253.4,40,575
1015610,71.53,76,994
1015611,103.43,82,1465
1015612,243.38,5,995
1015613,1076.37,99,697
1015614,408.87,45,850
1015615,96.73,32,1005
1015616,532.75,79,123
1015617,153.79,87,1091
1015618,712.29,59,1605
1015619,5076.68,11,1109
1015620,159.08,14,1099
1015621,640.29,89,1413
1015622,100.04,60,1042
1015623,213.85,62,166
1015624,253.53,1,1443
1015625,193.95,90,926
1015626,4701.4,22,61
1015627,169.37,63,97
1015628,494.83,95,1564
1015629,24.14,45,74
1015630,410.92,37,884
1015631,963.4,96,728
1015632,129.92,81,627
1015633,12.03,63,784
1015634,233.6,84,402
1015635,249.79,20,1535
1015636,583.41,63,1076
1015637,2732.8,60,1195
1015638,155.08,25,1452
1015639,87.57,84,1704
1015640,60.32,61,836
1015641,310.35,61,1306
1015642,434.95,91,72
1015643,127.13,86,1214
1015644,622.92,16,890
1015645,427.72,9,1425
1015646,257.72,54,1386
1015647,82.86,80,1069
1015648,137.24,96,680
1015649,13.25,26,1506
1015650,324.71,84,329
1015651,252.55,72,224
1015652,306.79,56,808
1015653,448.17,16,567
1015654,388.77,86,931
1015655,214.33,52,1671
1015656,259.41,8,1056
1015657,45.37,23,56
1015658,121.45,34,421
1015659,259.97,25,207
1015660,101.19,9,1308
1015661,686.89,21,482
1015662,111.01,36,1750
1015663,317.21,45,170
1015664,281.43,58,1564
1015665,599.16,58,512
1015666,721.22,89,791
1015667,562.75,3,284
1015668,19.55,29,1012
1015669,1025.54,65,1099
1015670,1529.61,26,1377
1015671,137.2,31,1762
1015672,325.05,73,1322
1015673,84.02,71,1581
1015674,23.62,86,1626
1015675,100.84,87,1229
1015676,127.97,7,1635
1015677,159.84,44,1404
1015678,77.42,93,937
1015679,101.48,32,1714
1015680,241.48,44,979
1015681,97.1,24,254
1015682,469.76,38,1247
1015683,554.46,96,1110
1015684,4257.62,27,1456
1015685,944.65,9,837
1015686,327.58,59,70
1015687,116.24,63,1682
1015688,348.1,66,1605
1015689,362.1,50,1086
1015690,132.16,8,1057
1015691,626.71,51,981
1015692,45.71,34,1498
1015693,182.49,14,909
1015694,476.77,83,1571
1015695,173.28,83,992
1015696,190.93,22,1197
1015697,207.4,26,193
1015698,89.77,72,1643
1015699,1000.93,66,1602
1015700,72.12,13,485
1015701,358.45,27,1057
1015702,401.97,81,48
1015703,78.39,24,1342
1015704,267.13,38,920
1015705,82.14,57,97
1015706,1298.87,15,198
1015707,62.39,34,1452
1015708,111.64,51,862
1015709,56.31,37,585
1015710,47.98,66,1180
1015711,1651.53,14,1011
1015712,469.34,51,289
1015713,289.56,94,1183
1015714,111.29,1,1328
1015715,727.15,54,1675
1015716,91.01,2,935
1015717,634.2,42,1675
1015718,85.88,42,1372
1015719,112.91,83,386
1015720,607.86,97,965
1015721,689.93,52,1455
1015722,501.18,71,1739
1015723,69.43,11,1468
1015724,143.15,99,1130
1015725,295.38,53,99
1015726,88.31,52,812
1015727,1267.95,57,910
1015728,13.7,7,1521
1015729,96.11,9,47
1015730,132.76,13,701
1015731,8.06,51,1387
1015732,45.81,47,176
1015733,518.19,91,1709
1015734,253.75,84,49
1015735,1616.09,68,1059
1015736,1562.86,22,802
1015737,411.44,99,707
1015738,356.34,88,236
1015739,264.84,53,1255
1015740,10.11,57,262
1015741,45.9,54,1483
1015742,276.11,37,660
1015743,512.46,61,1475
1015744,346.4,37,1445
1015745,83.85,47,1302
1015746,753.62,88,1148
1015747,1449.44,22,1043
1015748,754.15,43,1342
1015749,802.33,28,1745
1015750,125.08,36,1002
1015751,889.91,56,222
1015752,291.46,25,579
1015753,452.08,45,1751
1015754,379.37,42,381
1015755,211.5,13,1614
1015756,87.18,67,1714
1015757,221.72,44,125
1015758,799.6,45,195
1015759,144.06,18,1086
1015760,714.81,25,357
1015761,592.58,55,1381
1015762,170.93,84,1556
1015763,1295.38,40,1439
1015764,159.71,28,754
1015765,1497.36,78,769
1015766,411.97,72,1210
1015767,240.08,89,263
1015768,84.32,12,1678
1015769,220.1,19,259
1015770,191.62,21,345
1015771,54.06,33,1285
1015772,188.46,1,599
1015773,93.26,8,1411
1015774,494.32,9,125
1015775,1173.25,14,127
1015776,56.13,38,1012
1015777,1909.83,55,1373
1015778,209.71,61,46
1015779,75.94,84,1695
1015780,607.47,37,236
1015781,143.2,62,141
1015782,221.83,45,1259
1015783,150.64,6,1065
1015784,91.83,33,514
1015785,583.36,33,1404
1015786,173.55,4,814
1015787,43.64,33,1346
1015788,474.03,73,703
1015789,57.59,14,944
1015790,61.32,95,995
1015791,1023.65,54,1500
1015792,58.23,65,546
1015793,15.18,66,75
1015794,516.69,37,1456
1015795,169.93,3,698
1015796,188.45,48,1500
1015797,167.77,2,900
1015798,323.11,89,444
1015799,99.16,30,751
1015800,1438.47,52,1279
1015801,41.62,73,82
1015802,417.32,18,594
1015803,528.77,63,708
1015804,98.34,50,253
1015805,71.63,96,864
1015806,829.32,19,126
1015807,74.51,24,1541
1015808,118.16,91,188
1015809,709.65,15,1425
1015810,255.11,4,1788
1015811,28.32,54,337
1015812,1991.16,24,257
1015813,129.54,71,773
1015814,150.91,51,357
1015815,332.6,25,1265
1015816,518.06,99,978
1015817,2574.28,23,1238
1015818,33.38,7,801
1015819,659.28,93,411
1015820,596.82,5,383
1015821,207.56,45,1453
1015822,629.38,86,136
1015823,750.79,20,1246
1015824,46.6,80,265
1015825,1997.64,29,606
1015826,37.69,25,1367
1015827,62.65,61,417
1015828,178.73,65,114
1015829,2464.95,67,984
1015830,169.03,4,474
1015831,235.49,66,1285
1015832,1364.43,61,1737
1015833,170.65,49,499
1015834,59.49,43,226
1015835,148.31,37,803
1015836,1267.69,40,150
1015837,266.41,47,814
1015838,2481.93,90,217
1015839,593.19,35,344
1015840,112.87,21,1128
1015841,260.16,94,1047
1015842,87.89,67,1263
1015843,109.71,56,1486
1015844,52833.52,67,822
1015845,830.77,29,154
1015846,687.68,38,1063
1015847,115.84,28,1498
1015848,1609.21,19,1615
1015849,915.34,36,563
1015850,2340.09,71,1616
1015851,2207.77,8,1726
1015852,41.48,20,1274
1015853,64.6,91,695
1015854,73.37,69,1309
1015855,78.83,35,568
1015856,360.73,57,973
1015857,123.94,81,708
1015858,2942.8,86,1675
1015859,2405.75,44,1489
1015860,242.8,66,523
1015861,2556.49,89,481
1015862,1459.37,35,1184
1015863,142.47,12,1068
1015864,21.95,94,998
1015865,188.38,34,554
1015866,112.89,39,1012
1015867,313.5,10,1228
1015868,272.35,30,1075
1015869,263.91,75,638
1015870,458.71,98,71
1015871,57.11,66,1257
1015872,400.87,16,781
1015873,144.38,8,340
1015874,311.06,57,716
1015875,771.93,21,930
1015876,56.3,1,734
1015877,174.59,71,74
1015878,212.25,78,848
1015879,132.01,5,507
1015880,720.39,88,189
1015881,103.08,86,510
1015882,125.65,59,944
1015883,104.39,45,410
1015884,907.29,51,1318
1015885,135.51,8,519
1015886,424.99,13,537
1015887,2619.78,24,199
1015888,223.68,3,423
1015889,929.34,39,1255
1015890,1818.24,67,496
1015891,839.35,58,1061
1015892,239.81,37,1319
1015893,528.76,63,1381
1015894,52.2,15,1533
1015895,95.96,39,1641
1015896,118.44,20,1500
1015897,3600.16,58,128
1015898,92.29,75,1355
1015899,90.65,98,757
1015900,69.92,21,1607
1015901,479.04,85,1651
1015902,290.37,40,1476
1015903,901.55,59,1171
1015904,547.58,77,1784
1015905,46.69,40,247
1015906,92.88,66,910
1015907,1259.4,51,841
1015908,191.72,52,1679
1015909,1017.51,66,288
1015910,204.46,87,959
1015911,76.62,27,1515
1015912,170.05,82,246
1015913,76.58,64,996
1015914,124.13,24,1474
1015915,311.41,70,281
1015916,452.11,23,1488
1015917,36.3,60,1648
1015918,239.64,24,1070
1015919,121.03,31,1125
1015920,112.38,83,1603
1015921,286.93,8,1670
1015922,126.4,30,1771
1015923,1285.07,87,1399
1015924,1018.08,53,1254
1015925,1010.49,53,80
1015926,135.11,79,917
1015927,77.09,59,1053
1015928,270.0,49,674
1015929,204.3,1,297
1015930,117.85,34,618
1015931,59.69,58,1405
1015932,232.8,27,1348
1015933,150.67,14,1187
1015934,558.93,91,440
1015935,543.55,37,1668
1015936,916.86,20,124
1015937,53.99,80,829
1015938,395.94,26,776
1015939,102.21,47,1685
1015940,56.57,69,1474
1015941,146.3,84,1667
1015942,882.22,26,1128
1015943,156.53,85,1525
1015944,1601.26,60,1327
1015945,472.79,50,997
1015946,152.49,48,1077
1015947,984.43,68,109
1015948,417.58,47,1421
1015949,79.91,51,1719
1015950,2276.88,71,1199
1015951,334.08,22,1217
1015952,250.27,58,168
1015953,87.65,15,1755
1015954,1007.72,78,1001
1015955,455.2,77,412
1015956,520.65,1,1150
1015957,133.08,3,397
1015958,665.75,30,381
1015959,730.83,57,1057
1015960,109.67,79,728
1015961,44.68,54,1173
1015962,491.59,82,335
1015963,37.04,25,1091
1015964,293.66,59,1758
1015965,143.07,86,389
1015966,1056.16,16,1730
1015967,152.72,32,384
1015968,924.01,56,947
1015969,132.02,14,1651
1015970,812.4,49,750
1015971,2899.84,26,708
1015972,67.92,80,1225
1015973,347.39,61,1189
1015974,6624.56,77,1296
1015975,265.05,92,79
1015976,263.52,1,485
1015977,630.3,83,1420
1015978,257.06,22,121
1015979,31.54,82,1325
1015980,952.17,65,360
1015981,22.12,66,592
1015982,148.39,93,821
1015983,1042.01,72,1157
1015984,159.52,71,1330
1015985,106.44,86,1710
1015986,702.83,35,1729
1015987,88.12,79,774
1015988,56.45,49,578
1015989,340.16,35,172
1015990,196.47,49,421
1015991,55.01,86,1443
1015992,525.5,24,944
1015993,427.26,2,607
1015994,158.9,45,223
1015995,172.5,18,819
1015996,430.3,50,1735
1015997,1020.89,27,1627
1015998,174.28,45,401
1015999,536.8,3,1126
1016000,482.14,25,757
1016001,702.87,48,289
1016002,256.51,30,32
1016003,81.88,66,1267
1016004,140.47,27,1609
1016005,369.23,1,100
1016006,2169.29,81,622
1016007,136.89,14,316
1016008,642.74,75,1224
1016009,165.06,26,964
1016010,279.38,92,369
1016011,1507.9,17,1183
1016012,612.26,30,115
1016013,55.17,14,1010
1016014,123.1,5,1166
1016015,1104.85,9,1344
1016016,290.11,40,327
1016017,61.64,55,1617
1016018,91.58,53,709
1016019,569.18,13,210
1016020,806.97,3,1421
1016021,249.99,14,192
1016022,4771.31,59,1180
1016023,657.85,79,662
1016024,182.7,92,43
1016025,91.94,81,1567
1016026,75.95,2,576
1016027,365.95,41,865
1016028,136.11,23,393
1016029,1823.46,78,335
1016030,1421.65,53,1203
1016031,523.05,66,881
1016032,59.45,38,706
1016033,109.22,9,242
1016034,1104.13,53,1374
1016035,124.5,3,367
1016036,940.65,85,757
1016037,432.48,84,1002
1016038,260.36,51,1086
1016039,105.28,79,982
1016040,218.53,84,378
1016041,307.22,91,350
1016042,844.76,89,1475
1016043,84.53,15,199
1016044,178.51,48,1341
1016045,258.21,55,1525
1016046,541.97,45,1208
1016047,82.26,21,380
1016048,50.41,72,1346
1016049,549.36,98,800
1016050,39.59,53,1149
1016051,1143.64,75,1387
1016052,202.94,88,363
1016053,38.2,34,688
1016054,137.48,51,1375
1016055,385.66,21,109
1016056,129.12,78,1450
1016057,250.64,16,1370
1016058,594.72,17,195
1016059,191.98,92,1578
1016060,79.48,71,938
1016061,170.92,3,795
1016062,1336.5,31,1306
1016063,1848.4,28,1291
1016064,21.67,82,791
1016065,906.18,87,161
1016066,330.36,85,953
1016067,741.58,99,1461
1016068,126.4,92,1686
1016069,29.31,80,1016
1016070,493.43,79,173
1016071,79.11,11,1036
1016072,46.25,29,546
1016073,50.3,81,103
1016074,503.25,72,1446
1016075,289.26,18,297
1016076,625.76,23,250
1016077,546.15,6,352
1016078,147.66,75,211
1016079,224.85,47,192
1016080,132.46,23,1397
1016081,190.11,83,1133
1016082,76.65,85,541
1016083,390.95,99,308
1016084,889.04,74,527
1016085,91.84,42,1673
1016086,1138.56,52,1192
1016087,280.4,10,784
1016088,326.78,22,1042
1016089,31.84,40,158
1016090,27.97,92,307
1016091,290.89,14,1282
1016092,631.24,52,240
1016093,109.33,1,1560
1016094,1815.49,7,803
1016095,591.06,55,1406
1016096,82.27,93,1765
1016097,253.92,20,1408
1016098,4780.57,52,1791
1016099,55.09,87,694
1016100,461.24,4,748
1016101,166.12,63,282
1016102,571.51,15,666
1016103,1119.6,80,1569
1016104,153.93,51,64
1016105,937.01,1,1371
1016106,3517.28,52,648
1016107,264.95,25,825
1016108,627.58,4,271
1016109,120.48,77,347
1016110,250.41,65,1639
1016111,197.95,89,160
1016112,636.72,98,1776
1016113,1038.58,1,86
1016114,214.52,78,1722
1016115,1541.25,86,1377
1016116,1534.65,40,295
1016117,676.02,97,186
1016118,131.73,45,738
1016119,117.43,10,1568
1016120,92.31,57,1313
1016121,764.33,56,1691
1016122,57.16,68,1189
1016123,551.26,48,1400
1016124,66.86,27,543
1016125,657.38,3,33
1016126,249.8,37,991
1016127,1212.41,3,1004
1016128,962.7,64,611
1016129,1369.33,45,685
1016130,1412.31,35,1558
1016131,290.72,9,905
1016132,60.91,76,1445
1016133,69.2,65,763
1016134,20.0,57,803
1016135,66.66,45,1777
1016136,265.76,68,1461
1016137,125.01,72,196
1016138,197.12,28,1405
1016139,441.98,85,512
1016140,169.88,77,278
1016141,63.68,84,1735
1016142,229.55,63,802
1016143,83.25,27,656
1016144,176.81,56,1765
1016145,1225.78,37,1491
1016146,176.87,7,1414
1016147,2049.09,83,1506
1016148,1363.71,14,1422
1016149,122.1,92,924
1016150,64.5,81,649
1016151,229.74,24,50
1016152,976.52,32,1048
1016153,135.88,52,1426
1016154,727.57,54,1497
1016155,1043.28,64,734
1016156,96.66,19,1195
1016157,108.72,83,375
1016158,575.47,64,298
1016159,293.6,85,406
1016160,107.42,7,1251
1016161,160.35,91,1432
1016162,224.84,42,1247
1016163,37.42,93,1774
1016164,613.25,75,1309
1016165,137.77,70,1004
1016166,8.67,15,1134
1016167,237.78,48,690
1016168,100.5,10,387
1016169,1856.76,99,565
1016170,121.2,26,182
1016171,65.55,7,472
1016172,450.12,45,1616
1016173,110.77,40,1140
1016174,96.03,41,277
1016175,450.97,80,1411
1016176,70.21,52,1550
1016177,42.58,23,1504
1016178,1941.46,17,1004
1016179,490.49,27,1191
1016180,178.21,82,1219
1016181,243.67,40,972
1016182,449.01,59,415
1016183,786.82,62,734
1016184,98.77,98,1579
1016185,379.7,87,1469
1016186,133.21,18,176
1016187,195.04,32,451
1016188,296.73,63,1041
1016189,242.74,65,1509
1016190,591.51,36,936
1016191,439.0,54,1747
1016192,40.05,42,1110
1016193,47.97,49,1738
1016194,157.01,77,983
1016195,2195.91,26,810
1016196,88.07,5,514
1016197,190.59,78,1444
1016198,128.56,41,1788
1016199,125.86,39,239
1016200,303.05,42,43
1016201,1314.13,53,166
1016202,422.91,49,108
1016203,93.29,79,1258
1016204,6660.0,63,1454
1016205,268.89,98,1082
1016206,122.4,22,1538
1016207,1332.1,11,645
1016208,139.37,27,647
1016209,1799.92,43,1384
1016210,86.08,80,1441
1016211,1361.08,88,307
1016212,311.46,33,1189
1016213,1152.01,60,869
1016214,2397.35,75,1725
1016215,62.86,87,1232
1016216,1131.08,95,1656
1016217,45.12,96,137
1016218,69.64,8,955
1016219,93.31,14,161
1016220,447.81,59,775
1016221,254.58,42,1058
1016222,200.22,7,987
1016223,291.63,40,1131
1016224,497.48,74,720
1016225,545.61,89,268
1016226,909.6,17,755
1016227,2173.39,65,1026
1016228,238.5,21,432
1016229,130.93,76,747
1016230,510.94,40,891
1016231,61.99,49,674
1016232,108.37,71,1632
1016233,811.8,69,971
1016234,210.83,47,918
1016235,57.41,43,828
1016236,40.95,79,730
1016237,259.42,56,1232
1016238,963.21,98,1384
1016239,947.91,59,1715
1016240,279.52,86,864
1016241,2726.27,83,704
1016242,215.77,40,315
1016243,207.21,89,487
1016244,11.24,81,1376
1016245,143.05,32,757
1016246,680.22,23,708
1016247,1598.39,70,1277
1016248,90.35,4,1785
1016249,426.11,1,1788
1016250,859.42,98,338
1016251,248.01,93,942
1016252,15.8,4,785
1016253,329.23,63,384
1016254,610.16,27,1167
1016255,78.5,53,113
1016256,180.37,47,1181
1016257,61.15,48,354
1016258,11.2,77,990
1016259,839.16,67,899
1016260,243.59,37,1372
1016261,1664.38,6,463
1016262,684.57,10,514
1016263,159.96,87,72
1016264,221.45,95,212
1016265,482.71,56,1053
1016266,780.75,61,1274
1016267,360.4,79,1433
1016268,922.15,81,955
1016269,171.4,60,1176
1016270,73.95,29,705
1016271,226.38,39,649
1016272,313.01,33,689
1016273,57.87,91,771
1016274,49.2,66,459
1016275,418.58,54,1249
1016276,150.26,92,1473
1016277,200.54,68,768
1016278,158.91,43,1733
1016279,1517.35,59,490
1016280,1112.22,13,1685
1016281,55.43,6,762
1016282,129.11,16,897
1016283,678.58,68,817
1016284,503.87,86,1079
1016285,232.82,25,618
1016286,62.48,33,821
1016287,107.87,94,839
1016288,131.61,95,1619
1016289,341.17,85,1572
1016290,1890.27,9,958
1016291,107.31,57,1430
1016292,71.43,64,617
1016293,214.8,28,1720
1016294,843.94,53,71
1016295,43.11,38,1135
1016296,1400.19,32,1511
1016297,199.05,87,36
1016298,101.37,42,1197
1016299,35.87,53,830
1016300,571.25,87,1503
1016301,199.26,50,1691
1016302,300.32,68,1789
1016303,83.02,6,1589
1016304,166.85,88,951
1016305,136.47,83,766
1016306,216.87,5,635
1016307,109.57,59,683
1016308,38.82,37,1534
1016309,6465.27,49,1274
