customer_id,customer_name,segment,signup_date,status
1568,Customer_1568,Retail,2024-03-21,Active
1569,Customer_1569,Enterprise,2024-09-14,Active
1570,Customer_1570,Retail,2024-03-07,Active
1571,Customer_1571,SMB,2024-12-01,Active
1572,Customer_1572,SMB,2024-04-04,Active
1573,Customer_1573,Retail,2024-07-08,Dormant
1574,Customer_1574,SMB,2024-01-05,Dormant
1575,Customer_1575,Enterprise,2024-07-20,Active
1576,Customer_1576,Enterprise,2024-04-04,Active
1577,Customer_1577,Retail,2024-12-06,Active
1578,Customer_1578,Enterprise,2024-07-18,Active
1579,Customer_1579,Retail,2024-05-20,Active
1580,Customer_1580,Retail,2024-03-07,Dormant
1581,Customer_1581,Retail,2024-11-22,Dormant
1582,Customer_1582,VIP,2024-07-05,Active
1583,Customer_1583,Retail,2024-06-05,Active
1584,Customer_1584,Retail,2024-07-02,Active
1585,Customer_1585,SMB,2024-11-21,Active
1586,Customer_1586,Retail,2024-06-06,Active
1587,Customer_1587,Retail,2024-05-10,Active
1588,Customer_1588,Retail,2024-07-26,Active
1589,Customer_1589,Retail,2024-08-07,Active
1590,Customer_1590,Retail,2024-05-01,Active
1591,Customer_1591,Retail,2024-05-26,Dormant
1592,Customer_1592,SMB,2024-02-13,Active
1593,Customer_1593,Retail,2024-05-21,Active
1594,Customer_1594,Retail,2024-02-05,Active
1595,Customer_1595,Enterprise,2024-04-17,Active
1596,Customer_1596,Retail,2024-03-17,Active
1597,Customer_1597,SMB,2024-12-11,Active
1598,Customer_1598,Retail,2024-05-20,Pending
1599,Customer_1599,Retail,2024-07-21,Active
1600,Customer_1600,Retail,2024-10-04,Dormant
1601,Customer_1601,Retail,2024-02-20,Active
1602,Customer_1602,Retail,2024-12-18,Active
1603,Customer_1603,Retail,2024-08-03,Active
1604,Customer_1604,Retail,2024-09-20,Active
1605,Customer_1605,Retail,2024-06-10,Active
1606,Customer_1606,Retail,2024-05-10,Active
1607,Customer_1607,Retail,2024-01-09,Active
1608,Customer_1608,Retail,2024-01-24,Pending
1609,Customer_1609,SMB,2024-09-09,Dormant
1610,Customer_1610,SMB,2024-01-02,Pending
1611,Customer_1611,Retail,2024-12-16,Active
1612,Customer_1612,SMB,2024-01-10,Active
1613,Customer_1613,SMB,2024-02-26,Active
1614,Customer_1614,Retail,2024-12-08,Active
1615,Customer_1615,Enterprise,2024-05-11,Active
1616,Customer_1616,Enterprise,2024-07-02,Active
1617,Customer_1617,Retail,2024-08-27,Active
1618,Customer_1618,Retail,2024-06-08,Active
1619,Customer_1619,Enterprise,2024-01-15,Pending
1620,Customer_1620,SMB,2024-01-23,Active
1621,Customer_1621,Retail,2024-08-13,Active
1622,Customer_1622,Retail,2024-03-05,Active
1623,Customer_1623,Retail,2024-12-01,Dormant
1624,Customer_1624,Retail,2024-07-05,Active
1625,Customer_1625,SMB,2024-08-13,Active
1626,Customer_1626,Retail,2024-08-25,Pending
1627,Customer_1627,Retail,2024-07-11,Pending
1628,Customer_1628,SMB,2024-01-13,Active
1629,Customer_1629,Retail,2024-03-24,Active
1630,Customer_1630,Retail,2024-03-24,Active
1631,Customer_1631,SMB,2024-01-05,Active
1632,Customer_1632,Enterprise,2024-04-21,Active
1633,Customer_1633,SMB,2024-08-26,Pending
1634,Customer_1634,SMB,2024-04-11,Active
1635,Customer_1635,Retail,2024-04-15,Active
1636,Customer_1636,Retail,2024-03-07,Active
1637,Customer_1637,SMB,2024-03-19,Active
1638,Customer_1638,Retail,2024-11-26,Active
1639,Customer_1639,Retail,2024-05-05,Active
1640,Customer_1640,Retail,2024-06-08,Active
1641,Customer_1641,Retail,2024-10-06,Active
1642,Customer_1642,Retail,2024-12-17,Active
1643,Customer_1643,Retail,2024-08-08,Active
1644,Customer_1644,Retail,2024-09-09,Dormant
1645,Customer_1645,Retail,2024-02-15,Active
1646,Customer_1646,Enterprise,2024-02-03,Active
1647,Customer_1647,SMB,2024-01-04,Active
1648,Customer_1648,SMB,2024-04-14,Active
1649,Customer_1649,SMB,2024-09-09,Active
1650,Customer_1650,Retail,2024-09-26,Active
1651,Customer_1651,Retail,2024-07-18,Dormant
1652,Customer_1652,SMB,2024-10-21,Active
1653,Customer_1653,SMB,2024-04-12,Active
1654,Customer_1654,SMB,2024-11-08,Active
1655,Customer_1655,Retail,2024-02-22,Pending
1656,Customer_1656,Retail,2024-05-16,Active
1657,Customer_1657,Retail,2024-12-02,Active
1658,Customer_1658,Retail,2024-11-10,Active
1659,Customer_1659,SMB,2024-01-08,Active
1660,Customer_1660,SMB,2024-02-23,Pending
1661,Customer_1661,Retail,2024-09-25,Active
1662,Customer_1662,VIP,2024-08-27,Active
1663,Customer_1663,SMB,2024-12-26,Dormant
1664,Customer_1664,Retail,2024-09-18,Pending
1665,Customer_1665,Retail,2024-06-20,Dormant
1666,Customer_1666,Retail,2024-04-21,Active
1667,Customer_1667,Retail,2024-12-19,Active
1668,Customer_1668,Retail,2024-01-24,Active
1669,Customer_1669,Retail,2024-05-03,Active
1670,Customer_1670,Retail,2024-10-23,Active
1671,Customer_1671,Retail,2024-07-17,Active
1672,Customer_1672,Enterprise,2024-12-09,Active
1673,Customer_1673,Retail,2024-02-21,Active
1674,Customer_1674,SMB,2024-05-08,Active
1675,Customer_1675,Retail,2024-08-14,Active
1676,Customer_1676,VIP,2024-07-23,Dormant
1677,Customer_1677,Retail,2024-12-11,Active
1678,Customer_1678,Retail,2024-06-22,Active
1679,Customer_1679,VIP,2024-11-25,Active
1680,Customer_1680,Enterprise,2024-06-13,Active
1681,Customer_1681,Enterprise,2024-02-02,Active
1682,Customer_1682,Retail,2024-05-15,Active
1683,Customer_1683,Retail,2024-04-27,Active
1684,Customer_1684,SMB,2024-02-15,Active
1685,Customer_1685,Enterprise,2024-03-23,Active
1686,Customer_1686,SMB,2024-08-12,Active
1687,Customer_1687,SMB,2024-06-11,Dormant
1688,Customer_1688,Retail,2024-05-01,Pending
1689,Customer_1689,SMB,2024-08-03,Active
1690,Customer_1690,Retail,2024-06-19,Active
1691,Customer_1691,Retail,2024-07-07,Active
1692,Customer_1692,Retail,2024-12-15,Dormant
1693,Customer_1693,SMB,2024-09-05,Active
1694,Customer_1694,Retail,2024-08-10,Active
1695,Customer_1695,Retail,2024-10-16,Pending
1696,Customer_1696,SMB,2024-08-01,Active
1697,Customer_1697,Retail,2024-12-05,Pending
1698,Customer_1698,SMB,2024-03-01,Active
1699,Customer_1699,Retail,2024-04-08,Active
1700,Customer_1700,Retail,2024-03-10,Active
1701,Customer_1701,SMB,2024-02-11,Dormant
1702,Customer_1702,Retail,2024-09-10,Pending
1703,Customer_1703,Retail,2024-05-14,Active
1704,Customer_1704,Retail,2024-07-27,Active
1705,Customer_1705,Retail,2024-11-02,Active
1706,Customer_1706,VIP,2024-09-16,Dormant
1707,Customer_1707,Retail,2024-09-20,Active
1708,Customer_1708,Enterprise,2024-04-22,Active
1709,Customer_1709,Retail,2024-10-26,Active
1710,Customer_1710,SMB,2024-10-22,Active
1711,Customer_1711,SMB,2024-12-17,Active
1712,Customer_1712,SMB,2024-09-02,Active
1713,Customer_1713,Retail,2024-05-25,Active
1714,Customer_1714,Retail,2024-04-11,Pending
1715,Customer_1715,Retail,2024-03-23,Active
1716,Customer_1716,Enterprise,2024-06-24,Active
1717,Customer_1717,Enterprise,2024-03-05,Dormant
1718,Customer_1718,VIP,2024-10-04,Active
1719,Customer_1719,Retail,2024-04-20,Active
1720,Customer_1720,SMB,2024-10-24,Active
1721,Customer_1721,Enterprise,2024-06-03,Pending
1722,Customer_1722,Retail,2024-10-05,Active
1723,Customer_1723,Retail,2024-06-21,Dormant
1724,Customer_1724,SMB,2024-06-08,Active
1725,Customer_1725,SMB,2024-07-21,Active
1726,Customer_1726,Enterprise,2024-10-06,Active
1727,Customer_1727,Retail,2024-04-25,Pending
1728,Customer_1728,SMB,2024-04-17,Active
1729,Customer_1729,Retail,2024-07-07,Pending
1730,Customer_1730,Retail,2024-04-14,Active
1731,Customer_1731,Retail,2024-03-24,Active
1732,Customer_1732,Enterprise,2024-05-16,Active
1733,Customer_1733,SMB,2024-10-23,Pending
1734,Customer_1734,SMB,2024-04-04,Active
1735,Customer_1735,Retail,2024-08-24,Active
1736,Customer_1736,Enterprise,2024-02-18,Active
1737,Customer_1737,Retail,2024-03-19,Pending
1738,Customer_1738,Enterprise,2024-01-14,Active
1739,Customer_1739,Retail,2024-03-22,Active
1740,Customer_1740,Retail,2024-08-13,Active
1741,Customer_1741,Retail,2024-12-26,Active
1742,Customer_1742,Retail,2024-06-21,Active
1743,Customer_1743,SMB,2024-04-19,Pending
1744,Customer_1744,SMB,2024-04-23,Dormant
1745,Customer_1745,Retail,2024-01-23,Active
1746,Customer_1746,Enterprise,2024-01-18,Active
1747,Customer_1747,Retail,2024-04-17,Active
1748,Customer_1748,SMB,2024-11-27,Active
1749,Customer_1749,Enterprise,2024-11-25,Active
1750,Customer_1750,SMB,2024-12-22,Active
1751,Customer_1751,Retail,2024-01-17,Active
1752,Customer_1752,Enterprise,2024-06-04,Active
1753,Customer_1753,SMB,2024-04-16,Active
1754,Customer_1754,Retail,2024-11-15,Active
1755,Customer_1755,Retail,2024-06-15,Active
1756,Customer_1756,SMB,2024-12-11,Active
1757,Customer_1757,SMB,2024-07-09,Active
1758,Customer_1758,SMB,2024-10-16,Active
1759,Customer_1759,Enterprise,2024-05-25,Active
1760,Customer_1760,SMB,2024-04-10,Active
1761,Customer_1761,Retail,2024-02-03,Active
1762,Customer_1762,Retail,2024-11-17,Active
1763,Customer_1763,Retail,2024-06-13,Active
1764,Customer_1764,SMB,2024-06-17,Dormant
1765,Customer_1765,Retail,2024-11-13,Active
1766,Customer_1766,SMB,2024-03-21,Active
1767,Customer_1767,SMB,2024-03-10,Active
1768,Customer_1768,Enterprise,2024-03-14,Active
1769,Customer_1769,Retail,2024-10-19,Active
1770,Customer_1770,Enterprise,2024-05-05,Active
1771,Customer_1771,Retail,2024-04-17,Active
1772,Customer_1772,Enterprise,2024-05-10,Active
1773,Customer_1773,Retail,2024-05-04,Active
1774,Customer_1774,Retail,2024-06-26,Active
1775,Customer_1775,SMB,2024-04-07,Dormant
1776,Customer_1776,Retail,2024-07-18,Active
1777,Customer_1777,Retail,2024-03-01,Active
1778,Customer_1778,SMB,2024-08-25,Active
1779,Customer_1779,SMB,2024-04-06,Dormant
1780,Customer_1780,SMB,2024-09-22,Active
1781,Customer_1781,SMB,2024-12-12,Active
1782,Customer_1782,SMB,2024-12-25,Active
1783,Customer_1783,Retail,2024-04-24,Active
1784,Customer_1784,Retail,2024-09-04,Active
1785,Customer_1785,Retail,2024-05-24,Active
1786,Customer_1786,Enterprise,2024-12-10,Active
1787,Customer_1787,SMB,2024-06-07,Active
1788,Customer_1788,Retail,2024-03-23,Active
1789,Customer_1789,Retail,2024-12-14,Active
1790,Customer_1790,Enterprise,2024-08-10,Active
1791,Customer_1791,Retail,2024-06-10,Active
1792,Customer_1792,SMB,2024-09-13,Active
1793,Customer_1793,SMB,2024-06-12,Dormant
1794,Customer_1794,SMB,2024-09-13,Active
1795,Customer_1795,Retail,2024-04-24,Active
1796,Customer_1796,Enterprise,2024-11-20,Active
1797,Customer_1797,Enterprise,2024-02-26,Dormant
1798,Customer_1798,SMB,2024-11-25,Active
1799,Customer_1799,SMB,2024-05-04,Active
1800,Customer_1800,Enterprise,2024-02-01,Active
1801,Customer_1801,SMB,2024-11-07,Active
1802,Customer_1802,Retail,2024-06-15,Active
1803,Customer_1803,SMB,2024-02-24,Active
1804,Customer_1804,SMB,2024-11-20,Active
1805,Customer_1805,Retail,2024-08-15,Dormant
1806,Customer_1806,SMB,2024-07-21,Active
1807,Customer_1807,Enterprise,2024-10-26,Active
1808,Customer_1808,Enterprise,2024-12-24,Active
1809,Customer_1809,Retail,2024-09-05,Active
1810,Customer_1810,Retail,2024-10-21,Active
1811,Customer_1811,VIP,2024-02-05,Active
1812,Customer_1812,Enterprise,2024-03-23,Active
1813,Customer_1813,Retail,2024-10-05,Pending
1814,Customer_1814,Enterprise,2024-08-17,Dormant
1815,Customer_1815,Enterprise,2024-03-19,Active
1816,Customer_1816,SMB,2024-09-21,Active
1817,Customer_1817,SMB,2024-12-25,Dormant
1818,Customer_1818,Retail,2024-09-01,Active
1819,Customer_1819,Retail,2024-02-21,Pending
1820,Customer_1820,Retail,2024-04-10,Active
1821,Customer_1821,Enterprise,2024-09-07,Active
1822,Customer_1822,Retail,2024-06-23,Active
1823,Customer_1823,Retail,2024-01-17,Active
1824,Customer_1824,Retail,2024-08-02,Active
1825,Customer_1825,SMB,2024-12-26,Active
1826,Customer_1826,Enterprise,2024-11-09,Active
1827,Customer_1827,Retail,2024-07-22,Active
1828,Customer_1828,Retail,2024-01-17,Active
1829,Customer_1829,SMB,2024-02-06,Dormant
1830,Customer_1830,Retail,2024-06-02,Active
1831,Customer_1831,Retail,2024-01-10,Pending
1832,Customer_1832,Retail,2024-05-05,Active
1833,Customer_1833,Retail,2024-02-22,Active
1834,Customer_1834,Retail,2024-09-02,Dormant
1835,Customer_1835,Retail,2024-10-02,Active
1836,Customer_1836,Retail,2024-03-07,Active
1837,Customer_1837,Enterprise,2024-06-12,Active
1838,Customer_1838,Retail,2024-08-15,Active
1839,Customer_1839,SMB,2024-08-06,Active
1840,Customer_1840,SMB,2024-12-27,Dormant
1841,Customer_1841,Retail,2024-10-03,Active
1842,Customer_1842,SMB,2024-03-17,Active
1843,Customer_1843,Retail,2024-07-21,Active
1844,Customer_1844,VIP,2024-04-26,Active
1845,Customer_1845,Retail,2024-04-14,Active
1846,Customer_1846,Retail,2024-04-22,Active
1847,Customer_1847,Retail,2024-08-08,Active
1848,Customer_1848,VIP,2024-05-15,Active
1849,Customer_1849,SMB,2024-06-20,Active
1850,Customer_1850,SMB,2024-12-14,Active
1851,Customer_1851,Retail,2024-11-09,Active
1852,Customer_1852,SMB,2024-08-26,Active
1853,Customer_1853,Retail,2024-12-26,Pending
1854,Customer_1854,Enterprise,2024-01-02,Active
1855,Customer_1855,Retail,2024-09-24,Active
1856,Customer_1856,Retail,2024-03-08,Active
1857,Customer_1857,Retail,2024-12-01,Active
1858,Customer_1858,Retail,2024-10-20,Active
1859,Customer_1859,SMB,2024-03-06,Active
1860,Customer_1860,Retail,2024-07-20,Active
1861,Customer_1861,SMB,2024-07-25,Active
1862,Customer_1862,Retail,2024-11-18,Active
1863,Customer_1863,SMB,2024-11-19,Active
1864,Customer_1864,Retail,2024-05-19,Active
1865,Customer_1865,Retail,2024-11-24,Active
1866,Customer_1866,SMB,2024-12-10,Dormant
1867,Customer_1867,Retail,2024-08-24,Pending
1868,Customer_1868,Retail,2024-12-09,Pending
1869,Customer_1869,Enterprise,2024-04-05,Pending
1870,Customer_1870,Enterprise,2024-05-08,Dormant
1871,Customer_1871,Retail,2024-07-09,Active
1872,Customer_1872,Retail,2024-08-18,Active
1873,Customer_1873,SMB,2024-10-20,Active
1874,Customer_1874,Retail,2024-06-12,Active
1875,Customer_1875,Retail,2024-02-07,Active
1876,Customer_1876,Retail,2024-03-13,Active
1877,Customer_1877,SMB,2024-03-27,Active
1878,Customer_1878,SMB,2024-02-11,Active
1879,Customer_1879,Retail,2024-08-06,Dormant
1880,Customer_1880,Retail,2024-01-01,Active
1881,Customer_1881,Retail,2024-07-08,Active
1882,Customer_1882,SMB,2024-05-16,Active
1883,Customer_1883,Retail,2024-11-05,Active
1884,Customer_1884,Retail,2024-04-06,Pending
1885,Customer_1885,SMB,2024-06-19,Active
1886,Customer_1886,Retail,2024-09-12,Active
1887,Customer_1887,SMB,2024-11-14,Active
1888,Customer_1888,Retail,2024-07-16,Active
1889,Customer_1889,Retail,2024-01-13,Active
1890,Customer_1890,Retail,2024-07-21,Active
1891,Customer_1891,SMB,2024-05-13,Active
1892,Customer_1892,Enterprise,2024-02-04,Active
1893,Customer_1893,Enterprise,2024-12-06,Active
1894,Customer_1894,Retail,2024-10-27,Dormant
1895,Customer_1895,SMB,2024-07-27,Active
1896,Customer_1896,Retail,2024-05-25,Pending
1897,Customer_1897,Retail,2024-03-01,Active
1898,Customer_1898,Enterprise,2024-04-25,Active
1899,Customer_1899,Retail,2024-04-02,Active
1900,Customer_1900,Retail,2024-10-05,Active
1901,Customer_1901,Retail,2024-03-09,Active
1902,Customer_1902,Retail,2024-04-06,Active
1903,Customer_1903,Retail,2024-02-06,Active
1904,Customer_1904,SMB,2024-03-12,Dormant
1905,Customer_1905,Retail,2024-09-11,Active
1906,Customer_1906,Enterprise,2024-02-15,Active
1907,Customer_1907,Enterprise,2024-12-12,Active
1908,Customer_1908,Retail,2024-09-21,Active
1909,Customer_1909,Retail,2024-08-02,Active
1910,Customer_1910,Retail,2024-06-03,Active
1911,Customer_1911,SMB,2024-12-26,Active
1912,Customer_1912,Retail,2024-05-24,Active
1913,Customer_1913,SMB,2024-10-01,Active
1914,Customer_1914,Retail,2024-05-03,Active
1915,Customer_1915,SMB,2024-04-02,Pending
1916,Customer_1916,Retail,2024-09-19,Pending
1917,Customer_1917,Retail,2024-02-26,Active
1918,Customer_1918,Enterprise,2024-11-25,Active
1919,Customer_1919,SMB,2024-07-16,Active
1920,Customer_1920,Retail,2024-06-17,Active
1921,Customer_1921,Enterprise,2024-05-12,Active
1922,Customer_1922,Retail,2024-11-15,Active
1923,Customer_1923,Enterprise,2024-11-03,Active
1924,Customer_1924,SMB,2024-01-20,Active
1925,Customer_1925,Retail,2024-02-02,Active
1926,Customer_1926,Retail,2024-03-08,Pending
1927,Customer_1927,Retail,2024-08-15,Active
1928,Customer_1928,SMB,2024-07-06,Active
1929,Customer_1929,SMB,2024-09-20,Dormant
1930,Customer_1930,Retail,2024-12-01,Dormant
1931,Customer_1931,Retail,2024-08-23,Active
1932,Customer_1932,Enterprise,2024-07-03,Active
1933,Customer_1933,VIP,2024-04-26,Active
1934,Customer_1934,SMB,2024-09-15,Dormant
1935,Customer_1935,Retail,2024-06-15,Pending
1936,Customer_1936,Retail,2024-05-03,Active
1937,Customer_1937,Retail,2024-09-21,Active
1938,Customer_1938,Enterprise,2024-05-14,Active
1939,Customer_1939,Retail,2024-04-14,Active
1940,Customer_1940,SMB,2024-04-12,Active
1941,Customer_1941,Retail,2024-01-07,Pending
1942,Customer_1942,SMB,2024-09-03,Active
1943,Customer_1943,SMB,2024-12-13,Pending
1944,Customer_1944,Enterprise,2024-02-19,Pending
1945,Customer_1945,Retail,2024-01-06,Active
1946,Customer_1946,Retail,2024-11-27,Active
1947,Customer_1947,Retail,2024-07-27,Active
1948,Customer_1948,Enterprise,2024-11-02,Active
1949,Customer_1949,Enterprise,2024-08-14,Active
1950,Customer_1950,SMB,2024-06-14,Active
1951,Customer_1951,SMB,2024-04-21,Active
1952,Customer_1952,SMB,2024-08-03,Active
1953,Customer_1953,Retail,2024-03-14,Active
1954,Customer_1954,Enterprise,2024-11-20,Active
1955,Customer_1955,Retail,2024-01-25,Active
1956,Customer_1956,Retail,2024-08-24,Active
1957,Customer_1957,SMB,2024-10-06,Active
1958,Customer_1958,Retail,2024-07-22,Active
1959,Customer_1959,Retail,2024-09-19,Active
1960,Customer_1960,SMB,2024-03-03,Active
1961,Customer_1961,Retail,2024-10-19,Active
1962,Customer_1962,SMB,2024-09-20,Active
1963,Customer_1963,Retail,2024-07-14,Pending
1964,Customer_1964,Retail,2024-09-27,Active
1965,Customer_1965,Retail,2024-12-23,Active
1966,Customer_1966,Retail,2024-09-19,Active
1967,Customer_1967,SMB,2024-04-14,Active
1968,Customer_1968,Retail,2024-08-06,Active
1969,Customer_1969,SMB,2024-05-04,Active
1970,Customer_1970,Retail,2024-08-17,Active
1971,Customer_1971,SMB,2024-09-01,Active
1972,Customer_1972,Enterprise,2024-08-20,Active
1973,Customer_1973,SMB,2024-09-14,Active
1974,Customer_1974,Retail,2024-11-21,Active
1975,Customer_1975,Retail,2024-03-09,Dormant
1976,Customer_1976,Retail,2024-11-14,Active
1977,Customer_1977,SMB,2024-09-04,Active
1978,Customer_1978,Retail,2024-11-04,Active
1979,Customer_1979,Retail,2024-12-08,Active
1980,Customer_1980,SMB,2024-02-09,Active
1981,Customer_1981,Retail,2024-06-09,Active
1982,Customer_1982,SMB,2024-08-23,Active
1983,Customer_1983,Retail,2024-01-16,Active
1984,Customer_1984,Retail,2024-12-03,Active
1985,Customer_1985,SMB,2024-11-14,Active
1986,Customer_1986,Retail,2024-02-21,Pending
1987,Customer_1987,SMB,2024-05-05,Active
1988,Customer_1988,Retail,2024-04-05,Active
1989,Customer_1989,Retail,2024-03-12,Active
1990,Customer_1990,Enterprise,2024-01-21,Active
1991,Customer_1991,SMB,2024-09-09,Active
1992,Customer_1992,SMB,2024-04-03,Active
1993,Customer_1993,Retail,2024-01-02,Active
1994,Customer_1994,SMB,2024-08-01,Active
1995,Customer_1995,Retail,2024-08-13,Active
1996,Customer_1996,Retail,2024-07-15,Active
1997,Customer_1997,Enterprise,2024-08-12,Pending
1998,Customer_1998,Retail,2024-06-12,Active
1999,Customer_1999,VIP,2024-09-19,Active
2000,Customer_2000,Retail,2024-10-20,Active
