order_id,customer_id,order_date,order_amount,payment_status
50663,1284,2025-03-20,36.93,Paid
50664,1832,2025-03-17,139.78,Paid
50665,1042,2025-01-13,154.26,Paid
50666,1787,2025-02-27,24.41,Paid
50667,1191,2025-01-10,147.78,Paid
50668,1301,2025-01-08,293.49,Refunded
50669,1143,2025-03-06,212.19,Paid
50670,1355,2025-03-16,41.09,Refunded
50671,1189,2025-01-21,154.65,Paid
50672,1835,2025-01-22,187.33,Paid
50673,1715,2025-02-10,25.69,Paid
50674,1066,2025-02-20,310.01,Paid
50675,1214,2025-01-16,375.1,Paid
50676,1442,2025-01-17,305.02,Paid
50677,1460,2025-02-26,281.13,Paid
50678,1479,2025-01-14,224.95,Paid
50679,1839,2025-03-21,170.54,Paid
50680,1778,2025-01-17,190.27,Processing
50681,1766,2025-02-08,266.29,Paid
50682,1634,2025-01-21,182.93,Paid
50683,1728,2025-01-08,79.56,Paid
50684,1138,2025-01-17,90.73,Paid
50685,1489,2025-03-07,361.04,Paid
50686,1426,2025-01-01,22.59,Paid
50687,1350,2025-01-25,200.01,Paid
50688,1701,2025-02-26,484.42,Paid
50689,1781,2025-02-27,203.74,Paid
50690,1066,2025-01-16,785.22,Processing
50691,1330,2025-02-05,194.49,Paid
50692,1469,2025-01-12,25.25,Paid
50693,1798,2025-03-16,283.18,Paid
50694,1084,2025-02-15,70.24,Paid
50695,1109,2025-03-16,108.6,Paid
50696,1320,2025-01-12,76.12,Paid
50697,1028,2025-02-14,66.91,Paid
50698,1364,2025-03-02,104.69,Processing
50699,1579,2025-01-03,91.4,Paid
50700,1784,2025-01-11,170.5,Refunded
50701,1432,2025-03-25,271.62,Paid
50702,1428,2025-02-10,72.88,Paid
50703,1746,2025-02-14,56.07,Paid
50704,1667,2025-01-20,184.89,Paid
50705,1691,2025-03-21,186.44,Paid
50706,1517,2025-02-22,367.09,Paid
50707,1168,2025-01-09,22.41,Paid
50708,1289,2025-01-05,307.64,Paid
50709,1736,2025-03-01,130.41,Paid
50710,1712,2025-01-10,165.65,Paid
50711,1611,2025-01-26,34.37,Paid
50712,1410,2025-02-22,105.01,Paid
50713,1378,2025-03-14,58.68,Refunded
50714,1424,2025-01-17,64.0,Paid
50715,1560,2025-02-26,125.21,Paid
50716,1514,2025-01-06,271.06,Paid
50717,1057,2025-03-10,224.26,Processing
50718,1212,2025-03-07,154.11,Paid
50719,1381,2025-03-02,136.29,Paid
50720,1423,2025-03-12,103.61,Paid
50721,1433,2025-03-12,560.19,Paid
50722,1071,2025-02-03,143.21,Paid
50723,1502,2025-02-20,63.95,Processing
50724,1248,2025-01-11,59.22,Paid
50725,1334,2025-02-25,161.76,Refunded
50726,1311,2025-03-03,130.98,Paid
50727,1523,2025-02-05,21.16,Refunded
50728,1439,2025-02-23,285.85,Processing
50729,1712,2025-03-03,202.67,Paid
50730,1845,2025-03-13,182.63,Paid
50731,1801,2025-01-08,30.69,Paid
50732,1099,2025-02-02,87.43,Paid
50733,1236,2025-02-19,430.89,Paid
50734,1214,2025-02-09,317.72,Paid
50735,1406,2025-02-06,70.43,Paid
50736,1234,2025-01-04,45.63,Paid
50737,1592,2025-01-27,109.43,Processing
50738,1422,2025-01-09,85.97,Paid
50739,1468,2025-02-21,191.96,Paid
50740,1808,2025-03-14,529.14,Paid
50741,1363,2025-03-21,87.65,Paid
50742,1492,2025-03-03,29.64,Paid
50743,1528,2025-01-21,361.85,Paid
50744,1057,2025-02-14,25.8,Paid
50745,1408,2025-02-09,477.9,Paid
50746,1813,2025-03-07,183.86,Paid
50747,1347,2025-02-06,446.3,Paid
50748,1727,2025-01-15,53.41,Paid
50749,1595,2025-02-08,26.23,Paid
50750,1831,2025-01-26,120.48,Paid
50751,1384,2025-01-19,109.85,Paid
50752,1822,2025-01-22,80.41,Processing
50753,1699,2025-03-07,494.29,Paid
50754,1658,2025-02-18,279.39,Paid
50755,1318,2025-02-15,182.52,Paid
50756,1078,2025-02-18,46.66,Paid
50757,1785,2025-01-09,218.82,Paid
50758,1198,2025-02-05,214.75,Paid
50759,1638,2025-03-08,103.03,Paid
50760,1314,2025-01-11,408.11,Paid
50761,1470,2025-01-17,47.4,Paid
50762,1016,2025-02-04,66.66,Processing
50763,1686,2025-03-19,29.8,Paid
50764,1516,2025-02-02,258.04,Paid
50765,1278,2025-01-12,165.83,Paid
50766,1171,2025-01-24,76.74,Processing
50767,1767,2025-01-10,46.84,Paid
50768,1584,2025-03-25,26.15,Paid
50769,1781,2025-02-19,47.36,Paid
50770,1758,2025-02-13,110.57,Paid
50771,1074,2025-02-24,62.59,Paid
50772,1444,2025-02-26,64.96,Paid
50773,1574,2025-02-16,332.61,Paid
50774,1021,2025-03-17,128.58,Paid
50775,1137,2025-03-12,215.99,Paid
50776,1514,2025-02-10,25.45,Paid
50777,1703,2025-01-21,88.16,Paid
50778,1539,2025-03-19,117.85,Paid
50779,1182,2025-01-12,50.95,Paid
50780,1678,2025-03-06,39.21,Paid
50781,1073,2025-02-04,326.38,Processing
50782,1611,2025-01-19,440.6,Paid
50783,1422,2025-02-03,32.31,Paid
50784,1725,2025-02-16,84.39,Paid
50785,1515,2025-03-12,496.54,Paid
50786,1504,2025-03-19,33.02,Processing
50787,1444,2025-01-02,174.77,Paid
50788,1537,2025-01-26,557.52,Processing
50789,1313,2025-01-13,594.04,Paid
50790,1181,2025-02-02,115.58,Paid
50791,1251,2025-02-19,46.64,Processing
50792,1490,2025-02-24,53.86,Paid
50793,1182,2025-01-09,350.55,Paid
50794,1515,2025-01-10,384.02,Refunded
50795,1430,2025-02-19,160.43,Paid
50796,1578,2025-03-25,237.98,Paid
50797,1506,2025-03-24,222.02,Paid
50798,1162,2025-03-09,182.63,Paid
50799,1466,2025-02-23,283.41,Paid
50800,1687,2025-02-04,193.47,Refunded
50801,1305,2025-01-09,134.54,Paid
50802,1316,2025-03-08,60.57,Paid
50803,1732,2025-01-05,224.32,Processing
50804,1596,2025-01-11,116.21,Paid
50805,1181,2025-03-11,72.39,Paid
50806,1141,2025-01-14,262.88,Paid
50807,1433,2025-01-18,198.96,Refunded
50808,1777,2025-03-12,435.5,Refunded
50809,1618,2025-02-10,47.13,Paid
50810,1656,2025-03-18,177.13,Processing
50811,1257,2025-02-15,62.0,Paid
50812,1160,2025-02-18,370.86,Paid
50813,1057,2025-03-12,35.72,Refunded
50814,1197,2025-01-20,180.14,Paid
50815,1401,2025-01-18,254.87,Paid
50816,1850,2025-03-23,85.76,Paid
50817,1245,2025-02-01,482.32,Paid
50818,1427,2025-02-03,305.3,Paid
50819,1245,2025-03-04,72.35,Paid
50820,1274,2025-01-20,21.14,Processing
50821,1817,2025-03-03,72.79,Processing
50822,1787,2025-03-07,69.55,Paid
50823,1845,2025-02-21,351.04,Paid
50824,1125,2025-02-16,532.24,Paid
50825,1508,2025-02-04,30.96,Paid
50826,1296,2025-01-10,115.6,Paid
50827,1759,2025-01-14,139.22,Paid
50828,1437,2025-01-11,34.63,Paid
50829,1274,2025-03-18,91.1,Paid
50830,1413,2025-03-17,77.21,Paid
50831,1828,2025-02-03,135.2,Paid
50832,1339,2025-03-18,182.35,Paid
50833,1675,2025-03-03,202.35,Paid
50834,1443,2025-02-15,42.06,Paid
50835,1011,2025-03-11,271.46,Paid
50836,1138,2025-03-25,190.23,Paid
50837,1505,2025-01-11,349.84,Paid
50838,1310,2025-03-01,109.49,Paid
50839,1040,2025-03-05,356.49,Paid
50840,1721,2025-02-10,321.23,Paid
50841,1730,2025-02-02,106.55,Paid
50842,1741,2025-02-18,91.98,Processing
50843,1849,2025-01-19,425.04,Paid
50844,1779,2025-01-20,208.38,Paid
50845,1775,2025-02-11,415.18,Refunded
50846,1660,2025-02-26,259.16,Paid
50847,1329,2025-02-06,160.97,Paid
50848,1767,2025-03-10,38.47,Paid
50849,1659,2025-02-23,71.69,Paid
50850,1513,2025-01-22,540.3,Paid
50851,1626,2025-03-19,77.72,Paid
50852,1194,2025-01-24,34.68,Paid
50853,1524,2025-02-24,204.42,Refunded
50854,1396,2025-02-14,218.64,Paid
50855,1052,2025-03-20,70.42,Paid
50856,1706,2025-02-26,73.0,Paid
50857,1078,2025-02-09,114.92,Paid
50858,1605,2025-01-12,23.3,Paid
50859,1118,2025-01-26,253.61,Paid
50860,1291,2025-02-08,77.21,Paid
50861,1810,2025-03-27,308.38,Paid
50862,1597,2025-02-25,263.4,Paid
50863,1219,2025-01-05,182.44,Paid
50864,1738,2025-02-05,78.93,Refunded
50865,1366,2025-03-27,128.95,Paid
50866,1756,2025-01-15,108.27,Paid
50867,1588,2025-01-09,82.07,Paid
50868,1676,2025-03-08,302.72,Refunded
50869,1173,2025-03-19,119.1,Processing
50870,1143,2025-03-05,288.22,Paid
50871,1642,2025-03-07,36.68,Paid
50872,1332,2025-02-27,42.8,Paid
50873,1297,2025-03-25,587.94,Paid
50874,1135,2025-01-10,152.93,Paid
50875,1144,2025-03-11,126.93,Paid
50876,1648,2025-03-10,131.08,Paid
50877,1837,2025-03-23,56.36,Paid
50878,1386,2025-03-03,210.25,Paid
50879,1569,2025-02-25,33.29,Paid
50880,1164,2025-03-20,147.76,Paid
50881,1389,2025-02-22,146.86,Paid
50882,1412,2025-02-25,388.34,Paid
50883,1327,2025-03-07,132.04,Processing
50884,1112,2025-02-21,42.11,Paid
50885,1265,2025-03-20,147.56,Paid
50886,1797,2025-01-10,34.37,Paid
50887,1493,2025-01-15,54.18,Paid
50888,1344,2025-03-18,24.74,Processing
50889,1416,2025-03-04,128.01,Paid
50890,1548,2025-01-03,33.25,Paid
50891,1277,2025-01-21,115.06,Paid
50892,1146,2025-02-04,425.34,Processing
50893,1241,2025-01-15,210.82,Paid
50894,1294,2025-01-01,32.09,Paid
50895,1405,2025-02-07,58.08,Paid
50896,1534,2025-03-12,187.97,Paid
50897,1589,2025-03-01,357.64,Paid
50898,1054,2025-03-19,25.02,Paid
50899,1433,2025-01-26,271.06,Paid
50900,1479,2025-02-13,143.77,Paid
50901,1635,2025-02-22,138.48,Paid
50902,1402,2025-02-12,494.85,Processing
50903,1490,2025-03-06,226.54,Processing
50904,1558,2025-03-10,304.69,Paid
50905,1055,2025-03-24,85.54,Paid
50906,1556,2025-01-02,141.24,Processing
50907,1042,2025-03-09,163.33,Paid
50908,1064,2025-01-12,78.2,Paid
50909,1498,2025-01-01,146.68,Processing
50910,1606,2025-02-15,60.51,Paid
50911,1186,2025-01-18,43.21,Paid
50912,1215,2025-01-01,90.25,Paid
50913,1013,2025-01-18,221.65,Paid
50914,1666,2025-03-26,391.88,Paid
50915,1343,2025-02-04,111.79,Processing
50916,1835,2025-01-23,174.43,Paid
50917,1141,2025-01-02,36.31,Paid
50918,1336,2025-01-07,372.24,Paid
50919,1699,2025-01-06,146.11,Paid
50920,1206,2025-01-22,247.35,Paid
50921,1742,2025-03-05,257.3,Paid
50922,1010,2025-03-18,64.45,Processing
50923,1259,2025-02-25,132.99,Paid
50924,1388,2025-01-21,504.64,Paid
50925,1137,2025-03-06,34.09,Paid
50926,1472,2025-02-27,192.35,Paid
50927,1421,2025-01-21,511.57,Paid
50928,1677,2025-03-02,73.62,Paid
50929,1816,2025-02-02,316.48,Processing
50930,1589,2025-02-15,426.94,Paid
50931,1537,2025-02-04,226.21,Paid
50932,1103,2025-03-09,59.46,Paid
50933,1747,2025-03-13,80.97,Paid
50934,1518,2025-03-12,25.47,Paid
50935,1589,2025-03-13,287.08,Paid
50936,1599,2025-03-14,304.18,Paid
50937,1136,2025-01-13,170.24,Paid
50938,1050,2025-03-22,85.2,Paid
50939,1539,2025-01-08,31.99,Paid
50940,1438,2025-03-02,229.79,Paid
50941,1726,2025-03-23,214.48,Paid
50942,1503,2025-01-13,385.59,Paid
50943,1557,2025-03-09,216.7,Paid
50944,1649,2025-01-14,284.65,Paid
50945,1300,2025-02-15,225.54,Paid
50946,1825,2025-03-15,169.42,Processing
50947,1476,2025-03-24,103.52,Paid
50948,1368,2025-02-08,368.6,Paid
50949,1433,2025-01-19,177.89,Processing
50950,1324,2025-03-04,96.21,Refunded
50951,1230,2025-02-16,33.07,Processing
50952,1206,2025-02-23,71.52,Paid
50953,1508,2025-01-06,137.7,Refunded
50954,1180,2025-03-15,68.37,Paid
50955,1356,2025-01-03,57.51,Paid
50956,1020,2025-03-03,132.42,Paid
50957,1720,2025-02-18,47.92,Refunded
50958,2044,2025-01-16,261.72,Paid
50959,1019,2025-03-10,119.35,Paid
50960,1733,2025-01-04,147.95,Paid
50961,1075,2025-03-05,43.92,Paid
50962,1071,2025-01-12,78.86,Refunded
50963,1770,2025-01-24,99.17,Paid
50964,1063,2025-01-16,267.71,Paid
50965,1165,2025-01-05,240.56,Paid
50966,1468,2025-01-15,57.84,Paid
50967,1514,2025-03-21,163.64,Paid
50968,2005,2025-03-21,61.85,Paid
50969,1666,2025-03-21,686.55,Paid
50970,1375,2025-02-09,475.87,Paid
50971,1429,2025-01-12,144.26,Paid
50972,1318,2025-02-14,200.05,Paid
50973,1584,2025-02-01,262.49,Paid
50974,1118,2025-02-02,211.48,Processing
50975,1651,2025-03-03,200.51,Paid
50976,1513,2025-02-06,497.5,Paid
50977,1658,2025-02-20,156.12,Paid
50978,1117,2025-01-02,171.71,Paid
50979,1276,2025-02-26,303.84,Refunded
50980,1750,2025-02-23,186.25,Paid
50981,1184,2025-02-06,218.04,Paid
50982,1656,2025-03-17,60.02,Paid
50983,1528,2025-02-14,89.61,Paid
50984,1273,2025-01-23,43.9,Paid
50985,1001,2025-01-02,125.71,Paid
50986,1182,2025-01-12,111.25,Paid
50987,1260,2025-03-22,899.74,Refunded
50988,1700,2025-03-07,161.71,Paid
50989,1627,2025-01-21,251.58,Refunded
50990,1343,2025-03-12,80.97,Paid
50991,1249,2025-03-18,287.16,Paid
50992,1428,2025-03-16,163.21,Paid
50993,1428,2025-03-05,199.1,Paid
50994,1117,2025-03-15,72.31,Paid
50995,1779,2025-01-18,139.32,Paid
50996,1729,2025-01-04,170.78,Paid
50997,1063,2025-01-04,153.41,Paid
50998,1335,2025-03-15,390.11,Paid
50999,1130,2025-02-12,362.82,Paid
51000,1830,2025-03-10,550.99,Processing
51001,1797,2025-02-22,185.13,Paid
51002,1845,2025-02-17,555.87,Paid
51003,1112,2025-01-19,288.0,Paid
51004,1699,2025-03-26,67.38,Paid
51005,1088,2025-03-01,103.64,Paid
51006,1359,2025-03-23,60.85,Paid
51007,1776,2025-02-14,20.63,Paid
51008,1491,2025-02-10,51.25,Paid
51009,1077,2025-01-11,20.61,Paid
51010,1661,2025-02-16,210.86,Paid
51011,1195,2025-01-09,103.15,Paid
51012,1026,2025-03-14,76.22,Paid
51013,1601,2025-03-09,235.15,Processing
51014,1102,2025-01-07,288.0,Paid
51015,1253,2025-02-26,575.14,Processing
51016,1044,2025-03-15,174.09,Paid
51017,1325,2025-02-26,112.85,Paid
51018,1793,2025-02-23,74.63,Paid
51019,1336,2025-01-26,57.72,Processing
51020,1315,2025-02-12,55.91,Paid
51021,1561,2025-03-16,98.94,Paid
51022,1416,2025-01-08,740.29,Paid
51023,1016,2025-01-06,20.13,Processing
51024,1228,2025-03-04,52.95,Paid
51025,1461,2025-01-11,51.31,Paid
51026,1758,2025-01-18,209.41,Paid
51027,1731,2025-03-18,85.19,Paid
51028,1234,2025-01-05,111.67,Paid
51029,1227,2025-02-01,44.14,Paid
51030,1333,2025-02-18,97.88,Paid
51031,1542,2025-02-05,36.34,Paid
51032,1628,2025-03-06,134.23,Paid
51033,1347,2025-03-24,35.46,Paid
51034,1454,2025-01-16,254.46,Paid
51035,1114,2025-02-21,145.41,Paid
51036,1306,2025-02-02,213.09,Paid
51037,1753,2025-03-21,101.33,Paid
51038,1720,2025-03-13,92.07,Paid
51039,1470,2025-03-17,35.51,Paid
51040,1638,2025-01-16,131.31,Paid
51041,1537,2025-01-18,128.39,Paid
51042,1039,2025-02-03,114.7,Paid
51043,1125,2025-01-18,222.36,Paid
51044,1281,2025-02-26,288.02,Paid
51045,1127,2025-03-06,228.42,Paid
51046,1294,2025-03-26,43.3,Paid
51047,1752,2025-01-08,165.95,Paid
51048,1312,2025-03-06,32.56,Paid
51049,2018,2025-01-23,197.93,Processing
51050,1830,2025-03-10,92.15,Processing
51051,1181,2025-03-17,41.32,Paid
51052,1418,2025-01-07,317.13,Paid
51053,1608,2025-01-27,162.79,Paid
51054,1439,2025-01-03,85.71,Processing
51055,1270,2025-03-15,24.68,Paid
51056,1147,2025-01-11,135.6,Paid
51057,1289,2025-02-18,405.03,Paid
51058,1615,2025-03-06,156.09,Paid
51059,1466,2025-03-05,554.47,Paid
51060,1206,2025-01-19,42.01,Paid
51061,1113,2025-03-13,146.01,Processing
51062,1612,2025-01-06,260.02,Paid
51063,1476,2025-03-21,131.84,Paid
51064,1671,2025-01-27,34.32,Paid
51065,1709,2025-02-14,151.16,Paid
51066,1524,2025-02-06,161.91,Paid
51067,1530,2025-01-11,215.68,Paid
51068,1246,2025-03-09,234.83,Processing
51069,1445,2025-01-17,240.96,Paid
51070,1408,2025-03-07,183.35,Paid
51071,1532,2025-03-21,56.47,Processing
51072,1744,2025-01-25,97.69,Processing
51073,1082,2025-03-25,244.5,Paid
51074,1611,2025-01-19,480.01,Paid
51075,1820,2025-01-19,32.34,Paid
51076,1444,2025-03-23,135.03,Paid
51077,1283,2025-02-15,76.21,Processing
51078,1365,2025-03-12,58.31,Paid
51079,1280,2025-03-13,125.73,Paid
51080,1727,2025-02-05,159.74,Paid
51081,1809,2025-02-16,21.47,Paid
51082,1183,2025-02-07,247.26,Paid
51083,1818,2025-03-13,277.12,Processing
51084,1808,2025-02-16,525.07,Paid
51085,1467,2025-03-16,49.89,Processing
51086,1550,2025-03-23,155.41,Paid
51087,1550,2025-03-13,103.43,Paid
51088,1184,2025-01-23,81.16,Paid
51089,1492,2025-03-15,145.08,Paid
51090,1116,2025-03-07,248.75,Paid
51091,1700,2025-02-18,23.5,Paid
51092,1008,2025-02-18,543.01,Paid
51093,1754,2025-03-14,269.02,Paid
51094,1495,2025-02-08,228.64,Paid
51095,1161,2025-02-26,234.31,Paid
51096,1249,2025-03-20,93.91,Paid
51097,1074,2025-02-18,228.92,Paid
51098,1780,2025-03-20,93.35,Paid
51099,1217,2025-02-19,363.46,Paid
51100,1443,2025-02-21,49.26,Paid
51101,1339,2025-01-02,71.87,Paid
51102,1135,2025-01-11,140.22,Paid
51103,1766,2025-02-23,77.68,Paid
51104,1026,2025-01-09,102.81,Paid
51105,1076,2025-01-17,121.72,Processing
51106,1850,2025-03-09,311.06,Paid
51107,1646,2025-02-01,131.1,Paid
51108,1492,2025-02-04,87.52,Processing
51109,1338,2025-02-04,62.7,Processing
51110,1177,2025-02-08,98.81,Paid
51111,1658,2025-02-19,128.77,Paid
51112,1267,2025-02-20,225.63,Refunded
51113,1196,2025-01-10,39.35,Paid
51114,1068,2025-01-08,57.58,Paid
51115,1762,2025-03-14,91.62,Paid
51116,1066,2025-01-23,87.04,Paid
51117,1541,2025-03-05,94.57,Processing
51118,1849,2025-02-27,256.63,Paid
51119,1497,2025-01-18,78.77,Paid
51120,1225,2025-03-17,124.54,Paid
51121,1635,2025-03-21,166.69,Paid
51122,1805,2025-03-17,59.63,Paid
51123,1262,2025-02-17,210.25,Processing
51124,1801,2025-02-05,138.82,Paid
51125,1384,2025-01-09,108.8,Paid
51126,1349,2025-02-02,268.94,Paid
51127,1764,2025-03-23,61.86,Paid
51128,1117,2025-03-03,342.06,Paid
51129,1556,2025-01-14,143.51,Paid
51130,1382,2025-02-14,160.92,Paid
51131,1817,2025-02-03,331.99,Paid
51132,1351,2025-01-16,275.22,Paid
51133,1723,2025-01-04,158.03,Paid
51134,1794,2025-01-01,229.87,Paid
51135,1725,2025-01-18,105.19,Paid
51136,1822,2025-02-08,138.9,Paid
51137,1008,2025-02-27,29.61,Paid
51138,1026,2025-02-27,34.12,Paid
51139,1414,2025-03-16,285.29,Paid
51140,1386,2025-02-10,29.23,Paid
51141,1204,2025-02-16,47.84,Paid
51142,1110,2025-03-20,258.32,Paid
51143,1204,2025-03-01,20.17,Refunded
51144,1462,2025-03-03,69.78,Paid
51145,1517,2025-02-09,151.57,Paid
51146,1211,2025-01-22,155.75,Paid
51147,1811,2025-01-01,245.19,Paid
51148,1073,2025-02-17,125.76,Paid
51149,1482,2025-03-19,126.82,Refunded
51150,1064,2025-03-08,213.82,Paid
51151,1401,2025-03-15,123.56,Paid
51152,1440,2025-03-07,160.66,Paid
51153,1200,2025-03-08,362.09,Paid
51154,1344,2025-02-26,96.99,Paid
51155,1804,2025-03-10,92.95,Paid
51156,1446,2025-02-04,20.53,Refunded
51157,1576,2025-03-11,162.56,Paid
51158,1738,2025-02-03,24.53,Paid
51159,2032,2025-03-03,125.22,Paid
51160,1012,2025-03-06,264.63,Paid
51161,1021,2025-01-14,139.75,Paid
51162,1171,2025-01-21,67.13,Paid
51163,1708,2025-01-26,251.38,Paid
51164,1168,2025-02-16,67.15,Processing
51165,1383,2025-02-10,218.09,Paid
51166,1595,2025-02-05,161.34,Paid
51167,1442,2025-02-12,47.95,Paid
51168,1609,2025-01-14,373.29,Paid
51169,1490,2025-02-03,53.59,Refunded
51170,1340,2025-01-12,704.71,Refunded
51171,1760,2025-02-12,21.1,Processing
51172,1171,2025-02-02,65.87,Paid
51173,1413,2025-03-17,53.45,Processing
51174,1796,2025-02-18,22.11,Processing
51175,1090,2025-02-19,217.72,Paid
51176,1238,2025-02-21,197.34,Paid
51177,1775,2025-01-24,255.79,Paid
51178,1351,2025-01-04,64.5,Paid
51179,1491,2025-01-04,108.14,Paid
51180,1633,2025-02-02,181.43,Paid
51181,1542,2025-03-21,106.91,Paid
51182,1445,2025-02-13,199.26,Paid
51183,1272,2025-01-22,170.76,Paid
51184,1290,2025-03-20,38.27,Paid
51185,1687,2025-03-15,247.83,Paid
51186,1147,2025-02-03,211.31,Processing
51187,1490,2025-03-20,179.99,Processing
51188,1433,2025-01-13,45.28,Processing
51189,1208,2025-01-07,66.8,Paid
51190,1072,2025-02-09,94.93,Paid
51191,1527,2025-02-27,69.26,Paid
51192,1288,2025-03-05,58.78,Paid
51193,1009,2025-02-05,265.49,Refunded
51194,1581,2025-03-09,172.51,Paid
51195,1363,2025-03-09,145.02,Paid
51196,1708,2025-02-26,58.42,Paid
51197,1287,2025-02-24,395.3,Processing
51198,1157,2025-02-09,51.83,Paid
51199,1841,2025-01-17,257.68,Paid
51200,1424,2025-01-24,530.21,Paid
51201,1378,2025-03-07,214.79,Paid
51202,1303,2025-01-11,761.28,Paid
51203,1266,2025-03-26,177.92,Processing
51204,1504,2025-01-03,56.78,Paid
51205,1050,2025-03-21,54.19,Paid
51206,1310,2025-02-01,78.86,Processing
51207,1431,2025-02-27,21.07,Paid
51208,1300,2025-02-02,191.71,Processing
51209,1534,2025-01-23,66.93,Processing
51210,1143,2025-01-04,273.26,Paid
51211,1255,2025-03-04,86.75,Paid
51212,1076,2025-01-05,118.08,Paid
51213,1785,2025-02-20,525.84,Processing
51214,1610,2025-01-23,61.59,Processing
51215,1390,2025-01-18,211.62,Paid
51216,1442,2025-01-25,231.05,Paid
51217,1051,2025-01-22,57.46,Paid
51218,1465,2025-03-02,124.27,Refunded
51219,1273,2025-02-05,84.66,Paid
51220,1730,2025-03-22,241.7,Paid
51221,1827,2025-03-05,166.12,Paid
51222,1489,2025-02-07,116.93,Paid
51223,1166,2025-03-17,246.69,Processing
51224,1537,2025-02-24,60.21,Paid
51225,1688,2025-03-13,230.13,Paid
51226,1315,2025-03-25,320.79,Paid
51227,1211,2025-03-15,336.33,Paid
51228,1785,2025-01-18,249.65,Paid
51229,1431,2025-01-10,98.64,Paid
51230,2019,2025-03-07,621.02,Paid
51231,1586,2025-01-05,91.61,Processing
51232,1557,2025-02-04,172.68,Paid
51233,1530,2025-02-12,46.34,Refunded
51234,1335,2025-02-13,610.21,Paid
51235,1223,2025-03-01,202.6,Paid
51236,1228,2025-03-25,229.98,Paid
51237,1112,2025-01-26,30.21,Paid
51238,1069,2025-03-17,236.22,Paid
51239,1597,2025-01-23,243.56,Paid
51240,1619,2025-01-23,187.11,Paid
51241,1426,2025-02-16,71.78,Paid
51242,1580,2025-02-16,120.91,Paid
51243,1843,2025-03-26,37.55,Paid
51244,1660,2025-03-09,115.68,Paid
51245,1269,2025-03-13,61.92,Paid
51246,1446,2025-02-20,84.41,Paid
51247,1296,2025-01-17,46.62,Processing
51248,1083,2025-03-06,59.22,Paid
51249,1620,2025-01-17,31.95,Refunded
51250,1619,2025-03-04,398.67,Paid
51251,1393,2025-03-14,133.38,Refunded
51252,1180,2025-01-11,95.81,Paid
51253,1677,2025-03-04,134.87,Paid
51254,1082,2025-03-02,168.45,Paid
51255,1686,2025-03-10,402.42,Paid
51256,1251,2025-02-13,49.53,Processing
51257,1699,2025-01-26,72.55,Paid
51258,1394,2025-01-23,578.14,Paid
51259,1501,2025-01-18,89.59,Paid
51260,1345,2025-01-16,23.42,Paid
51261,1143,2025-03-10,43.96,Paid
51262,1571,2025-01-12,24.0,Paid
51263,1447,2025-02-19,709.63,Paid
51264,1271,2025-01-18,69.04,Paid
51265,1422,2025-02-22,405.65,Paid
51266,1186,2025-01-01,844.01,Paid
51267,1237,2025-01-11,157.38,Paid
51268,1365,2025-03-04,25.06,Paid
51269,1355,2025-03-22,32.77,Paid
51270,1658,2025-02-26,118.55,Processing
51271,1079,2025-02-22,98.17,Paid
51272,1480,2025-01-26,159.78,Refunded
51273,1777,2025-01-27,106.66,Paid
51274,1192,2025-03-23,427.89,Processing
51275,1294,2025-03-23,134.77,Paid
51276,1588,2025-02-02,197.49,Paid
51277,1452,2025-02-23,360.21,Paid
51278,1601,2025-03-20,43.83,Paid
51279,1106,2025-02-03,59.15,Processing
51280,1365,2025-03-07,37.03,Paid
51281,1759,2025-01-23,42.56,Paid
51282,1442,2025-01-17,127.8,Paid
51283,1359,2025-02-04,78.11,Refunded
51284,1338,2025-03-13,102.53,Paid
51285,1603,2025-03-02,626.75,Paid
51286,1529,2025-02-01,45.57,Paid
51287,1808,2025-02-26,136.74,Paid
51288,1045,2025-02-08,35.62,Processing
51289,1432,2025-03-24,77.52,Paid
51290,1374,2025-03-16,132.47,Paid
51291,1752,2025-01-17,459.58,Paid
51292,1791,2025-02-20,94.45,Processing
51293,1506,2025-02-08,30.07,Paid
51294,1843,2025-01-02,93.69,Refunded
51295,1849,2025-01-19,43.63,Paid
51296,1665,2025-02-10,59.2,Paid
51297,1090,2025-02-07,164.39,Paid
51298,1285,2025-03-26,30.47,Paid
51299,1810,2025-01-04,113.75,Refunded
51300,1530,2025-03-10,161.03,Paid
51301,1383,2025-02-15,102.19,Paid
51302,1130,2025-01-20,22.9,Refunded
51303,1084,2025-02-25,655.24,Paid
51304,1101,2025-01-19,88.62,Paid
51305,1388,2025-02-26,246.15,Paid
51306,1053,2025-01-07,79.1,Paid
51307,1326,2025-03-07,116.66,Processing
51308,1001,2025-01-13,93.77,Paid
51309,1701,2025-02-16,82.91,Paid
51310,1326,2025-03-09,23.31,Paid
51311,1485,2025-03-05,86.95,Paid
51312,1024,2025-02-21,350.4,Paid
51313,1182,2025-03-21,195.87,Paid
51314,1785,2025-01-09,43.57,Paid
51315,1540,2025-03-26,154.16,Paid
51316,1681,2025-03-22,354.16,Paid
51317,1702,2025-02-04,200.61,Paid
51318,1347,2025-03-10,44.15,Paid
51319,1652,2025-03-01,323.55,Paid
51320,1184,2025-03-15,73.83,Paid
51321,1238,2025-03-21,110.79,Processing
51322,1092,2025-02-26,132.03,Paid
51323,1364,2025-03-07,305.08,Paid
51324,1112,2025-01-24,422.37,Processing
51325,1099,2025-03-07,418.15,Paid
