customer_id,days_as_customer,total_transactions,purchase_count,total_spent,days_since_last_purchase,customer_region
CUST-10554,800,5,5,395.75,216,North America
CUST-10555,297,20,20,4434.38,69,North America
CUST-10556,265,7,7,1483.23,84,Europe
CUST-10557,418,15,15,1133.22,103,Europe
CUST-10558,1019,36,36,4134.59,39,Latin America
CUST-10559,792,6,6,703.06,13,Asia-Pacific
CUST-10560,430,9,9,2205.9,297,Asia-Pacific
CUST-10561,653,31,31,2036.72,313,Asia-Pacific
CUST-10562,796,4,4,819.24,181,Europe
CUST-10563,948,15,15,1502.9,268,North America
CUST-10564,882,21,21,3978.36,13,North America
CUST-10565,607,30,30,3585.07,120,Europe
CUST-10566,104,13,13,2016.7,74,Asia-Pacific
CUST-10567,464,6,6,1274.03,353,Asia-Pacific
CUST-10568,132,5,5,1029.69,57,Latin America
CUST-10569,793,20,20,4398.9,40,Latin America
CUST-10570,767,21,21,806.69,336,Asia-Pacific
CUST-10571,835,48,48,8674.15,128,Europe
CUST-10572,127,13,13,734.46,45,Asia-Pacific
CUST-10573,827,21,21,2489.74,35,Latin America
CUST-10574,888,16,16,2374.92,259,Asia-Pacific
CUST-10575,464,7,7,809.31,5,Europe
CUST-10576,476,21,21,2980.17,218,North America
CUST-10577,278,33,33,8224.21,11,Europe
CUST-10578,195,26,26,1441.02,126,Europe
CUST-10579,1013,10,10,1769.78,327,Latin America
CUST-10580,1049,14,14,1597.4,117,Europe
CUST-10581,571,36,36,1977.38,184,Europe
CUST-10582,788,14,14,850.02,362,Latin America
CUST-10583,110,35,35,8350.53,34,Latin America
CUST-10584,162,15,15,3343.66,67,North America
CUST-10585,826,16,16,3665.35,200,Asia-Pacific
CUST-10586,929,32,32,7939.04,31,Europe
CUST-10587,167,52,52,3737.29,75,Latin America
CUST-10588,213,15,15,1574.61,71,North America
CUST-10589,814,13,13,2282.47,66,Asia-Pacific
CUST-10590,1013,10,10,1338.56,70,Latin America
CUST-10591,98,9,9,1072.24,41,Asia-Pacific
CUST-10592,575,10,10,1055.08,20,Asia-Pacific
CUST-10593,82,12,12,1903.21,57,Europe
CUST-10594,234,30,30,4635.26,226,Europe
CUST-10595,155,24,24,1471.87,153,Latin America
CUST-10596,72,27,27,3540.82,12,Asia-Pacific
CUST-10597,140,27,27,4037.34,39,Latin America
CUST-10598,790,35,35,5366.01,145,Latin America
CUST-10599,877,10,10,722.74,45,Asia-Pacific
CUST-10600,124,20,20,3840.22,11,Latin America
CUST-10601,929,4,4,122.68,326,Asia-Pacific
CUST-10602,389,4,4,419.35,91,Asia-Pacific
CUST-10603,929,19,19,3810.41,238,Asia-Pacific
CUST-10604,310,16,16,2430.01,70,Asia-Pacific
CUST-10605,696,18,18,1507.71,166,North America
CUST-10606,122,26,26,4715.48,2,Asia-Pacific
CUST-10607,701,41,41,6259.18,214,Europe
CUST-10608,90,17,17,3470.63,84,Europe
CUST-10609,663,16,16,3046.09,89,Europe
CUST-10610,1058,10,10,1622.74,335,Asia-Pacific
CUST-10611,633,30,30,4045.2,252,Europe
CUST-10612,711,11,11,604.63,349,North America
CUST-10613,563,14,14,1173.2,72,Latin America
CUST-10614,867,26,26,3101.73,165,Asia-Pacific
CUST-10615,674,18,18,2877.16,49,Europe
CUST-10616,262,18,18,2530.52,52,North America
CUST-10617,553,9,9,808.57,289,Latin America
CUST-10618,375,22,22,582.0,278,North America
CUST-10619,575,58,58,7925.92,114,Europe
CUST-10620,823,6,6,535.6,239,North America
CUST-10621,278,7,7,1332.01,133,Latin America
CUST-10622,76,28,28,850.86,18,Europe
CUST-10623,243,20,20,3131.73,166,Latin America
CUST-10624,268,39,39,9236.44,243,North America
CUST-10625,379,10,10,642.42,320,Asia-Pacific
CUST-10626,136,30,30,3933.63,79,Asia-Pacific
CUST-10627,860,22,22,1002.54,170,Asia-Pacific
CUST-10628,77,8,8,1326.23,48,Asia-Pacific
CUST-10629,366,11,11,1637.57,300,Latin America
CUST-10630,1079,18,18,2099.83,82,Asia-Pacific
CUST-10631,833,9,9,1280.79,87,Latin America
CUST-10632,37,34,34,7708.8,33,Europe
CUST-10633,654,27,27,1867.49,16,Asia-Pacific
CUST-10634,748,12,12,360.92,310,Latin America
CUST-10635,332,16,16,3501.99,163,Asia-Pacific
CUST-10636,668,31,31,4800.39,98,Asia-Pacific
CUST-10637,85,17,17,3831.77,28,Asia-Pacific
CUST-10638,755,53,53,8443.57,2,Latin America
CUST-10639,555,24,24,4974.87,350,North America
CUST-10640,503,9,9,1095.09,169,Asia-Pacific
CUST-10641,57,8,8,1549.75,16,Asia-Pacific
CUST-10642,107,33,33,7604.33,59,Europe
CUST-10643,394,13,13,1998.46,325,North America
CUST-10644,695,19,19,1247.86,92,Latin America
CUST-10645,555,1,1,85.48,181,Europe
CUST-10646,728,18,18,1254.51,231,Asia-Pacific
CUST-10647,912,5,5,402.71,301,Europe
CUST-10648,1060,5,5,469.72,148,Europe
CUST-10649,1056,36,36,5396.58,280,Asia-Pacific
CUST-10650,948,14,14,2202.17,189,North America
CUST-10651,779,13,13,1572.51,347,North America
CUST-10652,392,56,56,9154.3,350,Europe
CUST-10653,835,31,31,1343.99,314,Asia-Pacific
CUST-10654,768,44,44,1969.1,128,Latin America
CUST-10655,1068,37,37,2355.48,7,Europe
CUST-10656,514,29,29,4105.46,47,Latin America
CUST-10657,57,43,43,3145.4,53,Europe
CUST-10658,743,10,10,887.39,187,Europe
CUST-10659,1092,9,9,1035.63,38,Asia-Pacific
CUST-10660,115,5,5,1038.35,69,Asia-Pacific
CUST-10661,155,4,4,112.48,53,Latin America
CUST-10662,841,19,19,3251.09,224,Latin America
CUST-10663,566,5,5,877.49,154,North America
CUST-10664,174,7,7,1432.88,48,Asia-Pacific
CUST-10665,54,15,15,3523.04,31,Europe
CUST-10666,96,1,1,29.53,19,Europe
CUST-10667,262,16,16,953.62,64,North America
CUST-10668,138,18,18,4038.99,93,Asia-Pacific
CUST-10669,140,54,54,6921.0,125,Europe
CUST-10670,257,20,20,3040.66,250,North America
CUST-10671,140,19,19,3309.44,39,North America
CUST-10672,63,43,43,7644.97,4,Europe
CUST-10673,652,15,15,3519.62,3,Europe
CUST-10674,777,20,20,4986.27,64,Latin America
CUST-10675,624,32,32,5985.13,29,Asia-Pacific
CUST-10676,454,10,10,896.25,11,Latin America
CUST-10677,642,32,32,7134.22,97,North America
CUST-10678,721,6,6,216.45,358,Europe
CUST-10679,344,26,26,2001.82,203,Latin America
CUST-10680,906,27,27,6126.62,21,North America
CUST-10681,691,13,13,1074.36,39,Asia-Pacific
CUST-10682,306,15,15,1119.7,223,Europe
CUST-10683,653,45,45,2523.52,102,Latin America
CUST-10684,545,16,16,3492.8,46,Asia-Pacific
CUST-10685,872,24,24,3300.31,66,Latin America
CUST-10686,379,18,18,3183.32,91,North America
CUST-10687,852,11,11,866.69,164,Asia-Pacific
CUST-10688,788,11,11,2151.15,111,Latin America
CUST-10689,928,22,22,4312.03,338,Asia-Pacific
CUST-10690,272,40,40,3813.38,123,North America
CUST-10691,572,6,6,704.42,193,Asia-Pacific
CUST-10692,1093,43,43,3103.75,99,Latin America
CUST-10693,258,26,26,6362.88,159,North America
CUST-10694,577,15,15,2553.91,103,Europe
CUST-10695,949,22,22,5175.99,281,Latin America
CUST-10696,35,26,26,2424.81,20,Latin America
CUST-10697,497,7,7,1406.48,191,North America
CUST-10698,104,16,16,3157.09,51,North America
CUST-10699,33,17,17,3070.58,2,Europe
CUST-10700,675,4,4,969.08,210,Latin America
CUST-10701,147,29,29,3292.95,126,North America
CUST-10702,910,11,11,598.53,69,Europe
CUST-10703,533,12,12,2113.61,265,Europe
CUST-10704,976,16,16,3025.52,258,North America
CUST-10705,603,23,23,3550.94,188,Latin America
CUST-10706,223,22,22,1573.75,189,Asia-Pacific
CUST-10707,876,18,18,2493.05,10,Asia-Pacific
CUST-10708,744,22,22,2095.34,114,Europe
CUST-10709,1079,10,10,1211.8,76,Asia-Pacific
CUST-10710,202,19,19,3233.31,164,Asia-Pacific
CUST-10711,355,25,25,4816.83,85,North America
CUST-10712,865,11,11,849.76,49,Europe
CUST-10713,753,18,18,2091.57,326,Latin America
CUST-10714,254,25,25,2139.03,240,Europe
CUST-10715,561,16,16,1115.07,177,North America
CUST-10716,142,6,6,1207.57,131,Asia-Pacific
CUST-10717,169,39,39,8953.69,133,Latin America
CUST-10718,588,35,35,3790.58,218,Europe
CUST-10719,30,17,17,3298.64,29,Asia-Pacific
CUST-10720,119,43,43,9753.43,85,Europe
CUST-10721,683,26,26,5599.83,346,Latin America
CUST-10722,349,15,15,992.0,230,Europe
CUST-10723,168,10,10,2401.66,26,Europe
CUST-10724,874,7,7,768.27,72,Europe
CUST-10725,288,16,16,1621.27,261,Asia-Pacific
CUST-10726,931,9,9,351.42,254,Latin America
CUST-10727,719,10,10,1343.89,271,Latin America
CUST-10728,39,22,22,1089.62,16,Asia-Pacific
CUST-10729,290,6,6,485.53,257,Asia-Pacific
CUST-10730,201,4,4,385.25,144,Asia-Pacific
CUST-10731,927,19,19,3932.73,259,North America
CUST-10732,42,25,25,5549.62,31,Europe
CUST-10733,350,23,23,2140.26,13,Europe
CUST-10734,358,5,5,1091.04,208,Latin America
CUST-10735,814,10,10,2178.77,311,Europe
CUST-10736,806,11,11,2167.51,235,North America
CUST-10737,940,5,5,290.03,149,Asia-Pacific
CUST-10738,347,18,18,3245.81,322,Latin America
CUST-10739,265,20,20,4752.61,155,Latin America
CUST-10740,363,15,15,2678.57,166,Europe
CUST-10741,405,5,5,498.07,90,Latin America
CUST-10742,617,53,53,7294.41,186,Asia-Pacific
CUST-10743,542,9,9,1532.59,318,Latin America
CUST-10744,947,31,31,4336.23,358,Asia-Pacific
CUST-10745,902,40,40,2079.58,174,North America
CUST-10746,299,13,13,1237.79,217,North America
CUST-10747,827,23,23,4727.4,264,Asia-Pacific
CUST-10748,754,6,6,1312.91,97,Europe
CUST-10749,34,13,13,726.6,7,Latin America
CUST-10750,880,23,23,5503.6,320,Europe
CUST-10751,107,17,17,1682.75,102,Latin America
CUST-10752,603,27,27,4698.56,21,North America
CUST-10753,161,12,12,2329.93,115,North America
CUST-10754,630,31,31,6438.32,341,North America
CUST-10755,1095,8,8,1902.35,248,Latin America
CUST-10756,118,23,23,2194.36,20,North America
CUST-10757,431,11,11,2399.8,264,North America
CUST-10758,325,4,4,218.52,58,North America
CUST-10759,645,27,27,4958.12,302,North America
CUST-10760,829,10,10,1919.45,31,Europe
CUST-10761,451,8,8,1419.9,249,North America
CUST-10762,1076,36,36,2943.75,93,North America
CUST-10763,604,29,29,6421.61,265,Europe
CUST-10764,172,8,8,503.95,15,Europe
CUST-10765,1022,7,7,259.47,94,Latin America
CUST-10766,694,12,12,2237.16,154,Asia-Pacific
CUST-10767,174,7,7,923.87,138,North America
CUST-10768,1036,41,41,8857.93,285,North America
CUST-10769,532,4,4,445.06,80,North America
CUST-10770,850,48,48,3017.41,292,Latin America
CUST-10771,133,22,22,4690.39,84,North America
CUST-10772,1092,25,25,3712.62,37,Asia-Pacific
CUST-10773,227,19,19,1283.81,86,Europe
CUST-10774,608,5,5,935.43,327,Latin America
CUST-10775,420,28,28,3920.02,232,Europe
CUST-10776,583,18,18,2897.47,93,North America
CUST-10777,1068,8,8,1029.62,336,North America
CUST-10778,507,33,33,6978.16,102,North America
CUST-10779,952,32,32,6772.85,166,Asia-Pacific
CUST-10780,449,34,34,6276.82,159,Asia-Pacific
CUST-10781,186,31,31,1510.17,14,Latin America
CUST-10782,579,12,12,2564.91,225,Europe
CUST-10783,1050,25,25,4399.45,73,North America
CUST-10784,1026,33,33,6000.4,249,North America
CUST-10785,980,31,31,3306.81,91,North America
CUST-10786,318,2,2,445.68,216,North America
CUST-10787,225,16,16,3011.34,205,Asia-Pacific
CUST-10788,627,10,10,503.33,90,Europe
CUST-10789,546,41,41,4786.75,29,Europe
CUST-10790,894,17,17,3815.4,305,Latin America
CUST-10791,835,23,23,819.24,220,Asia-Pacific
CUST-10792,844,20,20,4826.37,328,North America
CUST-10793,257,38,38,6756.84,215,Europe
CUST-10794,245,49,49,8185.92,221,Europe
CUST-10795,977,18,18,1545.76,42,Asia-Pacific
CUST-10796,44,20,20,1619.56,7,Latin America
CUST-10797,76,39,39,9241.56,42,Latin America
CUST-10798,353,7,7,644.78,164,North America
CUST-10799,873,8,8,1595.91,361,Latin America
CUST-10800,159,11,11,1247.98,27,Europe
CUST-10801,124,28,28,1577.3,58,Latin America
CUST-10802,656,18,18,493.4,302,North America
CUST-10803,784,11,11,1622.04,322,Europe
CUST-10804,823,37,37,9048.36,25,Latin America
CUST-10805,98,5,5,540.28,73,Latin America
CUST-10806,40,10,10,1053.68,27,Asia-Pacific
CUST-10807,901,16,16,1638.73,129,North America
CUST-10808,579,49,49,6964.0,87,Latin America
CUST-10809,741,11,11,1365.65,330,Asia-Pacific
CUST-10810,52,25,25,5574.52,42,Europe
CUST-10811,844,16,16,2219.87,153,Asia-Pacific
CUST-10812,375,7,7,974.72,182,Asia-Pacific
CUST-10813,331,24,24,1347.21,125,Latin America
CUST-10814,392,14,14,3445.63,67,Latin America
CUST-10815,425,12,12,974.93,6,Latin America
CUST-10816,247,6,6,249.04,125,Asia-Pacific
CUST-10817,170,18,18,3135.74,58,Europe
CUST-10818,987,42,42,6676.21,326,North America
CUST-10819,1014,11,11,1302.49,53,Asia-Pacific
CUST-10820,1022,7,7,839.95,66,Latin America
CUST-10821,857,4,4,806.56,314,North America
CUST-10822,712,4,4,276.14,82,Europe
CUST-10823,1033,16,16,3352.91,87,North America
CUST-10824,385,18,18,3077.43,2,Latin America
CUST-10825,1037,22,22,2623.9,204,Asia-Pacific
CUST-10826,917,16,16,2048.9,150,Asia-Pacific
CUST-10827,156,20,20,1654.91,37,Latin America
CUST-10828,1038,42,42,8157.48,103,Asia-Pacific
CUST-10829,633,37,37,5194.68,24,Latin America
CUST-10830,1043,35,35,3401.73,212,Asia-Pacific
CUST-10831,80,32,32,5091.56,65,Asia-Pacific
CUST-10832,1082,26,26,6475.05,209,Asia-Pacific
CUST-10833,808,5,5,614.67,251,Europe
CUST-10834,843,15,15,3482.33,117,Europe
CUST-10835,449,21,21,2155.2,116,Latin America
CUST-10836,1012,9,9,335.83,237,Europe
CUST-10837,854,46,46,3263.91,105,Latin America
CUST-10838,1054,14,14,1668.89,259,North America
CUST-10839,596,4,4,297.67,46,North America
CUST-10840,400,13,13,325.66,311,Europe
CUST-10841,965,23,23,5310.13,331,North America
CUST-10842,690,9,9,1933.86,216,North America
CUST-10843,998,16,16,3072.25,301,Asia-Pacific
CUST-10844,231,4,4,251.03,154,Asia-Pacific
CUST-10845,342,13,13,677.06,333,Latin America
CUST-10846,146,18,18,723.8,24,North America
CUST-10847,966,16,16,3006.51,35,Latin America
CUST-10848,604,29,29,6785.47,24,Latin America
CUST-10849,273,8,8,974.96,28,North America
CUST-10850,566,22,22,1139.75,16,Europe
CUST-10851,104,25,25,3507.21,59,North America
CUST-10852,415,10,10,1034.87,243,Asia-Pacific
CUST-10853,504,9,9,984.02,207,North America
CUST-10854,447,46,46,7580.77,271,Europe
CUST-10855,376,14,14,2613.96,249,Latin America
CUST-10856,669,23,23,1147.37,267,Latin America
CUST-10857,968,23,23,759.18,193,Asia-Pacific
CUST-10858,984,6,6,1492.35,335,Asia-Pacific
CUST-10859,905,20,20,1547.28,218,Asia-Pacific
CUST-10860,792,19,19,705.13,115,Latin America
CUST-10861,693,46,46,3115.21,68,Asia-Pacific
CUST-10862,54,19,19,641.54,43,North America
CUST-10863,739,28,28,3168.41,325,Latin America
CUST-10864,206,29,29,5960.67,141,Europe
CUST-10865,314,14,14,1424.92,75,Latin America
CUST-10866,92,57,57,7121.65,82,North America
CUST-10867,1032,10,10,1770.07,103,North America
CUST-10868,691,4,4,558.0,297,Asia-Pacific
CUST-10869,695,12,12,2625.9,178,Latin America
CUST-10870,185,4,4,879.43,59,Latin America
CUST-10871,996,10,10,272.3,39,Latin America
CUST-10872,878,17,17,3401.03,259,Europe
CUST-10873,718,20,20,2573.3,204,Asia-Pacific
CUST-10874,177,13,13,3217.36,7,North America
CUST-10875,371,10,10,1337.27,49,North America
CUST-10876,505,12,12,2964.62,26,Asia-Pacific
CUST-10877,590,25,25,4869.45,161,North America
CUST-10878,356,8,8,647.49,176,North America
CUST-10879,1019,10,10,1461.39,79,Asia-Pacific
CUST-10880,244,22,22,5461.07,2,North America
CUST-10881,464,19,19,4140.94,132,Latin America
CUST-10882,981,4,4,187.63,276,Europe
CUST-10883,752,33,33,6069.81,117,Asia-Pacific
CUST-10884,61,12,12,1233.06,36,Europe
CUST-10885,699,7,7,186.0,288,North America
CUST-10886,314,6,6,694.7,28,North America
CUST-10887,458,33,33,2568.05,333,Latin America
CUST-10888,315,2,2,418.49,1,Asia-Pacific
CUST-10889,1072,23,23,2320.69,188,North America
CUST-10890,47,29,29,6124.59,35,Asia-Pacific
CUST-10891,798,13,13,326.75,112,Asia-Pacific
CUST-10892,619,44,44,4147.41,286,Asia-Pacific
CUST-10893,1039,8,8,634.1,310,Asia-Pacific
CUST-10894,223,24,24,1861.26,36,Asia-Pacific
CUST-10895,531,19,19,766.5,217,Europe
CUST-10896,1017,47,47,3153.84,80,Latin America
CUST-10897,143,14,14,2099.98,58,Asia-Pacific
CUST-10898,976,23,23,2082.79,83,Europe
CUST-10899,860,19,19,2259.36,65,North America
CUST-10900,954,5,5,548.98,325,Asia-Pacific
CUST-10901,84,16,16,3553.26,51,North America
CUST-10902,829,11,11,2515.62,22,Asia-Pacific
CUST-10903,807,19,19,2582.39,216,Europe
CUST-10904,191,23,23,2283.56,107,Europe
CUST-10905,116,38,38,1863.15,109,Europe
CUST-10906,84,2,2,479.03,53,Latin America
CUST-10907,1061,17,17,655.37,356,North America
CUST-10908,862,6,6,551.83,164,Latin America
CUST-10909,342,25,25,2301.62,68,Asia-Pacific
CUST-10910,788,59,59,5728.33,292,North America
CUST-10911,472,14,14,867.5,180,Europe
CUST-10912,357,10,10,2012.11,181,North America
CUST-10913,790,12,12,630.74,169,Europe
CUST-10914,608,6,6,1007.12,22,Latin America
CUST-10915,1036,1,1,52.87,66,Latin America
CUST-10916,125,21,21,858.28,21,Europe
CUST-10917,843,17,17,3903.57,100,Europe
CUST-10918,520,10,10,677.79,300,Asia-Pacific
CUST-10919,481,7,7,1468.47,103,Latin America
CUST-10920,194,29,29,4278.72,47,Latin America
CUST-10921,211,37,37,1573.16,39,Asia-Pacific
CUST-10922,498,19,19,4559.54,285,Latin America
CUST-10923,939,3,3,241.7,310,Europe
CUST-10924,764,15,15,3276.3,90,North America
CUST-10925,852,22,22,1385.61,85,North America
CUST-10926,973,14,14,3039.92,273,Latin America
CUST-10927,36,15,15,419.65,16,Asia-Pacific
CUST-10928,359,10,10,1401.51,188,Europe
CUST-10929,804,14,14,2773.74,159,North America
CUST-10930,180,31,31,7295.2,73,Europe
CUST-10931,176,20,20,4591.41,49,Latin America
CUST-10932,944,12,12,2512.99,101,Latin America
CUST-10933,729,14,14,3147.8,2,North America
CUST-10934,111,39,39,2723.15,48,Latin America
CUST-10935,543,7,7,622.59,238,Asia-Pacific
CUST-10936,844,10,10,900.18,59,Latin America
CUST-10937,738,15,15,1647.56,353,Latin America
CUST-10938,775,11,11,1248.47,99,Latin America
CUST-10939,1052,37,37,5458.42,359,Europe
CUST-10940,736,31,31,1890.16,2,Europe
CUST-10941,500,15,15,2707.96,243,North America
CUST-10942,425,56,56,3511.34,297,North America
CUST-10943,290,21,21,1991.21,211,North America
CUST-10944,834,42,42,5806.61,123,Latin America
CUST-10945,963,40,40,8167.97,229,Europe
CUST-10946,934,23,23,4401.75,82,Asia-Pacific
CUST-10947,969,7,7,1191.72,144,Latin America
CUST-10948,883,18,18,1080.88,140,Latin America
CUST-10949,622,10,10,1480.85,29,Latin America
CUST-10950,743,24,24,1072.21,270,Asia-Pacific
CUST-10951,661,22,22,2417.95,247,North America
CUST-10952,88,20,20,2360.82,12,Asia-Pacific
CUST-10953,157,28,28,950.81,99,North America
CUST-10954,765,21,21,1819.59,337,Asia-Pacific
CUST-10955,750,16,16,3840.34,106,Europe
CUST-10956,555,7,7,1676.97,32,Latin America
CUST-10957,550,11,11,1147.01,74,Latin America
CUST-10958,581,8,8,277.58,171,Latin America
CUST-10959,266,29,29,1893.59,69,North America
CUST-10960,523,16,16,1811.98,301,Asia-Pacific
CUST-10961,33,20,20,4765.01,10,Europe
CUST-10962,695,12,12,681.24,137,Asia-Pacific
CUST-10963,471,34,34,6690.9,100,Latin America
CUST-10964,58,25,25,1236.34,18,Europe
CUST-10965,639,19,19,4669.88,9,Europe
CUST-10966,834,17,17,1884.68,62,Latin America
CUST-10967,104,9,9,1794.85,57,Asia-Pacific
CUST-10968,867,11,11,1122.91,29,Latin America
CUST-10969,157,5,5,831.13,125,Asia-Pacific
CUST-10970,71,26,26,1773.29,25,Europe
CUST-10971,70,27,27,1562.08,15,Europe
CUST-10972,963,28,28,6609.8,120,Latin America
CUST-10973,63,8,8,1851.77,42,Europe
CUST-10974,1070,40,40,8987.22,157,North America
CUST-10975,1027,14,14,2320.12,335,Europe
CUST-10976,617,24,24,4964.65,349,North America
CUST-10977,371,6,6,243.2,260,Europe
CUST-10978,56,35,35,3511.46,18,Latin America
CUST-10979,675,26,26,2485.16,242,Latin America
CUST-10980,760,14,14,2352.28,172,North America
CUST-10981,197,12,12,1261.09,75,Latin America
CUST-10982,639,26,26,1518.76,270,Europe
CUST-10983,297,35,35,5572.18,114,Europe
CUST-10984,850,9,9,1874.13,62,Latin America
CUST-10985,484,16,16,1775.64,362,Europe
CUST-10986,935,12,12,657.13,320,Asia-Pacific
CUST-10987,951,36,36,2493.17,102,Asia-Pacific
CUST-10988,1010,11,11,862.77,362,Europe
CUST-10989,731,7,7,647.34,210,Latin America
CUST-10990,663,27,27,4579.98,255,North America
CUST-10991,159,38,38,6088.08,20,Latin America
CUST-10992,1049,26,26,4722.07,58,North America
CUST-10993,848,33,33,3516.58,112,Latin America
CUST-10994,722,54,54,11361.57,313,Europe
CUST-10995,823,47,47,3333.23,196,Asia-Pacific
CUST-10996,58,48,48,6265.64,55,Latin America
CUST-10997,178,12,12,2462.53,97,North America
CUST-10998,40,27,27,1769.46,28,Asia-Pacific
CUST-10999,705,19,19,944.66,52,North America
CUST-11000,216,19,19,4252.75,37,Europe
CUST-11001,836,34,34,3473.41,8,Asia-Pacific
CUST-11002,773,25,25,4471.77,300,North America
CUST-11003,127,17,17,521.96,98,Latin America
CUST-11004,84,11,11,1982.87,5,Europe
CUST-11005,652,25,25,2403.07,69,Europe
CUST-11006,693,16,16,600.67,45,Europe
CUST-11007,787,34,34,5515.07,137,Latin America
CUST-11008,435,33,33,2612.97,234,Latin America
CUST-11009,98,23,23,2576.73,32,Asia-Pacific
CUST-11010,780,8,8,345.05,289,Latin America
CUST-11011,987,13,13,755.45,126,Asia-Pacific
CUST-11012,394,49,49,4510.2,67,Europe
CUST-11013,511,24,24,1084.7,30,Asia-Pacific
CUST-11014,230,38,38,8737.56,114,North America
CUST-11015,183,8,8,210.88,29,Europe
CUST-11016,102,84,84,11244.96,3,Europe
CUST-11017,742,4,4,210.92,185,Asia-Pacific
CUST-11018,325,24,24,2261.47,253,Europe
CUST-11019,1070,4,4,933.45,286,Latin America
CUST-11020,90,34,34,2086.96,9,North America
CUST-11021,968,9,9,2180.81,62,Asia-Pacific
CUST-11022,71,16,16,1140.86,3,Asia-Pacific
CUST-11023,54,22,22,4220.75,46,Europe
CUST-11024,1092,29,29,4292.07,68,Latin America
CUST-11025,160,15,15,3360.12,25,Europe
CUST-11026,137,20,20,2992.97,44,Europe
CUST-11027,201,21,21,3050.79,163,Asia-Pacific
CUST-11028,131,18,18,1241.6,55,Europe
CUST-11029,895,15,15,936.02,130,North America
CUST-11030,553,12,12,2774.52,246,Europe
CUST-11031,304,22,22,2172.8,297,Europe
CUST-11032,846,21,21,2283.09,172,Asia-Pacific
CUST-11033,986,11,11,2155.56,64,Europe
CUST-11034,1070,15,15,1518.53,31,Latin America
CUST-11035,359,4,4,956.86,47,Asia-Pacific
CUST-11036,41,15,15,2865.51,2,Europe
CUST-11037,245,4,4,637.69,96,North America
CUST-11038,368,12,12,2678.42,333,North America
CUST-11039,690,8,8,289.29,110,Asia-Pacific
CUST-11040,403,10,10,828.39,69,Asia-Pacific
CUST-11041,1005,39,39,5055.69,58,Europe
CUST-11042,739,7,7,532.49,106,Latin America
CUST-11043,495,13,13,2500.92,300,Europe
CUST-11044,518,22,22,5100.08,330,North America
CUST-11045,76,3,3,361.04,56,Latin America
CUST-11046,807,16,16,1631.68,171,Latin America
CUST-11047,1069,20,20,4826.98,162,Latin America
CUST-11048,740,8,8,1000.73,286,Europe
CUST-11049,430,5,5,675.18,71,North America
CUST-11050,1010,28,28,2915.39,255,Asia-Pacific
CUST-11051,279,3,3,688.95,55,Europe
CUST-11052,420,13,13,1989.19,323,Asia-Pacific
CUST-11053,364,7,7,1375.42,3,Latin America
CUST-11054,658,2,2,415.31,26,Latin America
CUST-11055,166,34,34,3465.15,57,Europe
CUST-11056,912,27,27,3309.69,126,North America
CUST-11057,717,36,36,7772.62,53,Latin America
CUST-11058,856,19,19,2027.92,198,Asia-Pacific
CUST-11059,756,7,7,1425.45,299,Asia-Pacific
CUST-11060,623,12,12,2840.68,188,Europe
CUST-11061,1019,5,5,826.11,186,Asia-Pacific
CUST-11062,401,14,14,2686.13,305,North America
CUST-11063,964,33,33,6802.85,298,Latin America
CUST-11064,1024,12,12,2581.61,204,Asia-Pacific
CUST-11065,431,22,22,2505.51,11,Asia-Pacific
CUST-11066,644,21,21,767.22,359,Latin America
CUST-11067,1024,6,6,692.53,354,Europe
CUST-11068,649,6,6,1059.57,146,Asia-Pacific
CUST-11069,217,26,26,3284.55,85,Europe
CUST-11070,160,9,9,1741.65,100,Europe
CUST-11071,834,23,23,2422.38,104,Asia-Pacific
CUST-11072,965,9,9,1510.36,46,North America
CUST-11073,1015,10,10,669.44,44,Europe
CUST-11074,212,22,22,4259.38,22,Asia-Pacific
CUST-11075,1012,15,15,2216.72,181,Europe
CUST-11076,393,14,14,992.8,187,Latin America
CUST-11077,68,8,8,725.44,30,North America
CUST-11078,526,19,19,3675.3,264,North America
CUST-11079,1011,9,9,1202.27,98,Latin America
CUST-11080,950,24,24,1766.57,313,Latin America
CUST-11081,751,8,8,1941.09,329,Europe
CUST-11082,45,13,13,2416.74,20,Latin America
CUST-11083,522,24,24,5768.53,281,North America
CUST-11084,923,21,21,2543.07,275,Latin America
CUST-11085,340,22,22,2901.75,261,Asia-Pacific
CUST-11086,768,16,16,3632.64,331,Asia-Pacific
CUST-11087,575,7,7,1001.95,207,Europe
CUST-11088,443,29,29,5339.99,328,North America
CUST-11089,280,17,17,1389.56,211,Asia-Pacific
CUST-11090,788,11,11,1380.65,215,Latin America
CUST-11091,1092,10,10,527.76,40,Asia-Pacific
CUST-11092,843,44,44,3139.2,26,Asia-Pacific
CUST-11093,58,15,15,378.18,27,Europe
CUST-11094,987,6,6,203.01,190,Latin America
CUST-11095,506,35,35,8571.11,83,Latin America
CUST-11096,347,13,13,1033.88,170,Latin America
CUST-11097,274,11,11,1916.69,167,Europe
CUST-11098,777,7,7,1496.58,188,Latin America
CUST-11099,726,18,18,2680.17,169,Latin America
CUST-11100,301,30,30,1783.73,289,Asia-Pacific
CUST-11101,406,18,18,3398.87,229,Asia-Pacific
CUST-11102,295,12,12,1920.68,97,Latin America
CUST-11103,955,5,5,947.66,16,North America
CUST-11104,950,14,14,2774.7,279,North America
CUST-11105,369,20,20,4889.35,135,Latin America
CUST-11106,418,9,9,1386.47,26,North America
