customer_id,customer_pain_index,support_tickets,churn,transactions_per_month,engagement,tenure_days,revenue
10542,60.6,9,1,10.22,51.77,640,591.96
10543,22.9,3,0,16.96,87.04,668,1282.19
10544,67.2,10,1,11.0,39.68,1085,908.81
10545,61.8,10,1,9.57,60.99,806,344.52
10546,35.8,6,0,14.47,49.93,363,1282.5
10547,11.4,1,0,18.18,80.07,1493,1345.3
10548,67.2,10,1,11.58,54.59,921,906.97
10549,52.0,8,1,10.06,52.62,969,1055.81
10550,77.2,12,1,8.31,56.44,381,505.25
10551,52.0,8,0,16.02,57.38,1392,731.55
10552,85.2,13,1,9.55,40.51,955,760.78
10553,55.2,8,0,14.42,46.88,1453,1659.05
10554,56.1,9,1,11.63,56.16,425,890.95
10555,87.7,13,1,7.49,38.8,1255,785.49
10556,40.3,5,0,15.95,93.26,559,1565.22
10557,13.4,2,0,21.11,102.59,1146,1618.08
10558,2.9,0,0,15.67,86.18,387,1383.35
10559,75.5,11,1,6.04,35.12,1449,402.27
10560,62.0,10,1,13.31,59.32,857,1034.94
10561,70.4,11,1,8.89,27.88,89,672.58
10562,21.3,3,0,15.46,77.1,506,1450.46
10563,13.6,2,0,15.45,58.49,641,1033.58
10564,1.5,0,0,18.67,103.22,30,727.74
10565,35.1,5,0,11.94,55.61,340,1205.75
10566,59.0,9,1,15.33,86.13,197,1404.79
10567,39.2,7,0,14.07,62.49,221,1625.24
10568,43.7,6,0,13.32,66.76,1087,913.54
10569,90.4,14,1,7.61,38.73,1087,281.86
10570,34.8,5,0,16.7,79.69,1470,683.79
10571,51.4,8,0,14.18,63.52,737,1412.31
10572,78.4,11,1,10.39,53.99,1211,375.06
10573,39.7,6,0,12.79,51.67,395,1428.7
10574,62.2,9,1,10.07,35.64,1393,557.36
10575,86.2,13,1,8.6,54.33,887,953.73
10576,95.0,15,1,4.7,30.2,1388,468.19
10577,14.7,2,0,17.78,86.04,356,1927.5
10578,92.7,14,1,6.9,50.6,143,339.92
10579,49.2,7,0,14.19,65.3,826,1186.46
10580,25.8,3,0,12.57,74.22,948,482.98
10581,45.9,7,0,14.54,71.64,1471,700.9
10582,98.0,15,1,4.83,12.42,1196,279.61
10583,49.3,8,0,14.03,86.75,638,1356.32
10584,32.9,5,0,16.62,90.18,338,535.57
10585,63.3,9,1,13.71,64.54,430,1525.66
10586,24.0,3,0,19.1,99.32,1373,694.71
10587,7.6,2,0,21.56,99.25,241,1377.34
10588,12.9,3,0,20.95,109.27,346,781.39
10589,12.8,1,0,18.66,64.46,214,1851.2
10590,15.2,2,0,17.79,74.68,1258,759.96
10591,13.9,3,0,19.66,104.65,1417,2155.29
10592,64.1,10,1,11.85,54.26,1269,920.98
10593,18.2,2,0,16.65,82.1,275,1920.79
10594,34.6,5,0,15.62,60.83,268,876.79
10595,89.7,12,1,6.48,50.51,1444,459.36
10596,47.4,7,0,11.18,66.16,549,1033.95
10597,66.8,10,1,12.57,58.23,306,1318.24
10598,17.2,3,0,17.53,79.89,1035,1190.68
10599,19.2,2,0,21.21,112.62,231,2339.86
10600,4.1,1,0,16.14,98.29,243,655.59
10601,16.9,2,0,16.35,88.49,635,1533.33
10602,27.9,4,0,15.89,99.08,507,974.66
10603,17.7,2,0,19.62,84.49,537,767.54
10604,8.9,1,0,19.47,84.85,1128,1261.65
10605,12.1,1,0,18.81,77.8,698,2054.42
10606,46.1,7,0,10.83,56.62,694,1280.63
10607,20.6,3,0,14.59,71.88,171,953.49
10608,36.4,5,0,15.18,71.27,351,1666.42
10609,50.3,8,0,9.72,55.15,490,737.45
10610,69.0,10,1,8.58,54.12,736,811.08
10611,3.9,0,0,20.41,81.95,699,695.64
10612,79.9,12,1,6.04,22.72,1199,484.15
10613,62.8,10,1,13.79,74.8,83,500.78
10614,8.2,1,0,21.22,96.94,1409,1149.61
10615,87.4,14,1,3.75,9.62,306,303.8
10616,92.1,14,1,4.32,31.43,429,443.43
10617,6.1,1,0,14.51,56.11,697,1167.77
10618,27.7,5,0,14.28,65.38,545,1631.59
10619,80.6,12,1,9.44,48.76,1364,971.66
10620,74.8,11,1,7.95,32.13,1324,350.29
10621,18.5,3,0,18.15,95.34,605,1179.86
10622,20.9,4,0,13.82,60.36,141,1246.06
10623,37.0,6,1,16.04,91.78,268,1835.88
10624,48.5,7,0,11.62,54.46,1197,1381.55
10625,61.8,9,1,10.75,58.65,1427,1060.88
10626,36.9,5,0,14.28,76.38,1073,1165.81
10627,46.3,7,1,10.52,43.91,1342,1031.96
10628,74.7,11,1,6.48,9.54,226,353.75
10629,3.7,1,0,21.39,106.46,411,1187.66
10630,25.2,4,0,17.01,82.41,193,1512.04
10631,71.3,11,1,11.4,60.56,635,1236.5
10632,89.5,13,1,7.22,32.28,1302,846.78
10633,51.2,8,0,12.61,56.01,1121,765.68
10634,53.2,7,0,8.57,62.22,884,871.48
10635,10.7,1,0,17.85,70.22,1074,1903.48
10636,44.7,7,0,13.23,71.21,860,1138.91
10637,53.3,8,0,15.92,70.38,626,975.63
10638,24.2,3,0,17.74,81.63,1443,1520.64
10639,26.9,3,0,19.03,88.01,565,1571.89
10640,37.7,6,0,15.54,66.16,140,1314.49
10641,2.0,0,0,18.28,93.74,978,1567.21
10642,32.2,4,0,15.4,88.52,892,1636.02
10643,21.1,3,0,17.3,87.98,624,783.82
10644,32.7,5,0,13.21,64.49,1051,832.98
10645,12.0,2,0,17.43,73.31,489,1442.16
10646,89.1,12,1,6.23,35.33,1131,345.76
10647,59.4,9,1,14.31,91.33,463,1689.06
10648,67.9,11,1,5.65,23.12,1433,303.31
10649,78.9,12,1,10.57,46.79,1493,763.86
10650,49.8,7,1,10.65,45.23,917,1160.45
10651,8.7,1,0,15.95,71.42,812,593.43
10652,53.7,8,1,14.3,39.81,1392,1485.23
10653,58.7,9,1,12.66,65.02,1017,1030.41
10654,74.5,11,1,11.33,45.51,1477,372.33
10655,43.2,6,0,15.13,55.72,198,1683.4
10656,12.8,2,0,22.21,114.52,738,744.65
10657,28.4,4,0,16.86,69.57,994,1287.59
10658,36.3,6,0,14.24,64.8,1315,490.04
10659,64.6,10,1,11.0,68.2,756,400.49
10660,57.1,9,0,13.93,52.07,258,1530.19
10661,35.6,5,0,13.1,46.79,1214,1295.91
10662,98.7,15,1,3.9,21.55,456,186.13
10663,60.6,9,1,10.3,61.51,151,884.17
10664,23.7,3,0,12.23,42.17,178,1241.6
10665,10.2,2,0,18.75,94.28,881,2063.68
10666,15.3,3,0,13.93,72.96,734,1005.02
10667,24.6,4,0,16.42,57.19,140,1818.93
10668,16.1,2,0,19.32,101.12,1274,1462.65
10669,18.7,3,0,16.25,87.2,93,1494.03
10670,28.5,4,0,19.08,88.31,667,2253.59
10671,17.3,3,0,14.48,82.65,1407,741.89
10672,89.7,14,1,8.93,54.8,938,403.34
10673,8.0,2,0,20.15,97.8,42,1224.75
10674,52.5,8,1,8.7,37.02,963,389.72
10675,41.0,6,1,19.27,82.28,1206,1070.92
10676,98.2,15,1,5.14,24.28,268,497.91
10677,11.2,1,0,16.56,85.47,1243,1208.5
10678,39.8,6,0,11.22,50.45,692,715.32
10679,96.9,15,1,5.02,1.02,1139,317.19
10680,86.6,13,1,6.76,45.77,1074,321.15
10681,81.7,12,1,7.95,40.16,723,558.62
10682,25.8,4,0,15.54,70.61,1372,1339.82
10683,17.1,2,0,18.7,98.76,1211,795.2
10684,66.9,10,1,9.2,60.17,1000,1081.49
10685,92.9,14,1,2.19,-18.91,993,153.07
10686,55.7,8,0,11.35,59.04,105,1308.84
10687,57.2,9,1,6.69,17.13,358,281.78
10688,28.0,5,0,16.51,84.49,1469,1635.31
10689,76.9,11,1,6.5,32.54,1256,556.32
10690,18.7,3,0,17.52,90.77,1282,1818.68
10691,32.4,5,0,17.77,80.05,181,1493.76
10692,42.5,7,0,11.72,36.59,101,1367.2
10693,50.8,7,0,14.51,64.92,254,1254.01
10694,24.2,4,0,15.5,78.67,502,1559.52
10695,11.5,1,0,21.78,115.21,389,2373.64
10696,61.1,10,1,10.11,36.22,569,953.5
10697,28.9,4,0,13.99,77.94,840,1079.77
10698,58.1,9,0,12.66,53.97,638,690.65
10699,15.4,2,0,16.81,84.49,1099,1797.06
10700,48.1,7,0,11.1,47.93,30,813.1
10701,53.3,8,1,11.06,55.0,707,949.65
10702,5.2,0,0,19.13,101.19,1298,710.3
10703,33.7,5,1,17.64,71.79,1272,1318.79
10704,13.4,1,0,14.12,60.64,320,1310.82
10705,6.3,1,0,19.1,93.62,233,1577.02
10706,99.0,14,1,6.4,55.94,1255,450.37
10707,32.2,5,0,15.55,65.58,595,779.19
10708,81.0,12,1,10.47,71.68,511,605.9
10709,25.5,4,0,16.03,97.99,540,1491.69
10710,68.2,10,1,9.41,44.15,953,472.17
10711,76.0,12,1,9.78,43.81,307,840.64
10712,59.6,9,1,11.26,46.78,1034,935.44
10713,47.2,7,1,12.15,57.6,45,1425.65
10714,41.2,5,0,14.85,56.51,385,526.73
10715,34.9,5,0,13.46,63.81,385,534.78
10716,93.0,13,1,4.83,38.9,859,364.89
10717,83.1,12,1,6.48,24.69,628,501.81
10718,96.5,14,1,8.23,36.98,1131,276.47
10719,12.4,2,0,11.69,38.25,957,1219.58
10720,73.1,11,1,9.83,51.11,1120,732.58
10721,93.8,14,1,5.99,31.53,888,366.58
10722,18.1,3,0,13.92,67.48,243,817.06
10723,6.6,1,0,19.62,91.9,478,2109.67
10724,74.1,11,1,9.83,44.11,994,468.95
10725,57.4,9,1,12.56,65.56,1486,558.14
10726,84.2,12,1,2.07,9.63,1168,101.82
10727,14.0,2,0,20.64,102.38,816,1780.24
10728,79.5,12,1,6.6,33.94,1473,679.69
10729,20.2,3,0,18.35,99.88,528,1097.11
10730,16.4,2,0,19.03,98.45,739,867.99
10731,16.4,2,0,15.78,77.77,409,770.5
10732,81.5,12,1,9.1,59.62,1196,780.11
10733,66.5,10,1,9.25,48.81,769,482.32
10734,52.3,8,1,8.01,52.15,661,872.73
10735,35.9,6,0,16.95,87.73,1077,666.99
10736,87.7,13,1,5.29,6.05,568,174.11
10737,39.2,6,0,12.4,73.22,974,470.63
10738,81.7,13,1,6.94,34.73,1128,736.39
10739,43.9,7,0,13.96,66.46,782,1237.0
10740,37.7,6,0,14.23,71.26,564,1653.48
10741,46.3,8,1,14.16,64.35,702,853.38
10742,30.1,5,0,12.8,63.82,1094,629.01
10743,74.8,11,1,7.3,28.83,597,588.22
10744,50.3,8,0,12.23,72.08,1466,958.89
10745,23.2,4,0,20.31,96.3,444,1689.63
10746,90.0,14,1,6.28,26.13,478,384.83
10747,38.4,6,0,16.41,69.06,639,501.01
10748,54.4,9,1,11.92,60.04,687,395.18
10749,90.6,13,1,5.44,28.08,465,488.21
10750,62.4,10,1,10.14,52.75,734,781.73
10751,11.7,2,0,17.91,75.18,268,1860.69
10752,94.0,14,1,7.11,17.32,1095,405.53
10753,62.8,10,1,13.33,70.55,763,1378.22
10754,33.5,4,0,15.7,90.95,829,1072.22
10755,13.9,2,0,20.29,86.62,39,785.28
10756,79.4,12,1,6.16,46.26,776,726.95
10757,62.0,9,1,9.87,50.36,1318,750.85
10758,53.3,8,1,10.55,50.57,1498,914.19
10759,89.4,14,1,7.22,30.48,168,652.48
10760,78.9,12,1,7.45,21.22,760,466.5
10761,15.2,2,0,19.18,102.44,225,1865.78
10762,31.2,5,0,13.46,56.46,1127,1458.04
10763,24.8,5,0,16.36,70.34,1278,1060.89
10764,74.4,11,1,10.21,59.42,1155,910.02
10765,3.4,1,0,15.37,54.0,293,1508.43
10766,57.0,9,1,15.69,59.31,974,739.18
10767,76.2,11,1,8.0,38.21,949,479.47
10768,87.7,13,1,2.8,16.52,190,111.42
10769,34.2,6,0,15.18,77.95,1286,1278.14
10770,82.1,13,1,7.75,34.03,520,791.15
10771,11.1,2,0,18.18,113.83,799,1544.85
10772,84.6,12,1,9.29,42.2,340,429.02
10773,12.7,3,0,19.58,91.56,256,1550.21
10774,39.7,6,0,14.64,61.9,302,1539.31
10775,79.7,12,1,8.94,44.21,967,511.77
10776,15.0,2,0,17.54,90.65,346,1840.62
10777,22.9,4,0,20.11,109.17,1139,2023.39
10778,72.2,11,1,6.21,14.17,320,198.45
10779,72.0,11,1,9.48,42.92,758,488.7
10780,64.1,10,1,10.51,55.14,1457,828.87
10781,69.4,10,1,11.22,60.02,1480,1061.25
10782,54.3,8,0,10.17,48.88,404,1111.05
10783,25.2,3,0,12.74,66.85,596,1117.22
10784,34.6,5,0,15.13,64.13,897,971.81
10785,18.2,3,0,17.84,101.99,784,831.64
10786,90.8,13,1,9.35,55.3,281,920.07
10787,58.3,9,1,8.71,27.69,336,423.4
10788,40.1,6,1,16.3,66.95,1483,1509.2
10789,46.2,8,1,17.8,74.45,704,824.3
10790,94.7,15,1,5.04,31.31,897,192.5
10791,15.3,2,0,15.12,59.09,293,795.3
10792,58.6,9,1,10.39,46.4,97,578.14
10793,50.6,8,0,12.44,64.49,1160,1097.82
10794,61.1,9,1,11.96,56.71,1453,531.97
10795,1.8,0,0,18.55,91.76,1252,2109.65
10796,87.2,13,1,10.03,36.95,1245,801.32
10797,93.2,14,1,3.79,24.44,543,281.16
10798,56.5,9,1,8.04,32.15,798,555.74
10799,69.7,11,1,11.76,53.04,471,952.49
10800,92.2,14,1,1.61,10.22,30,51.55
10801,70.7,11,1,8.98,44.19,387,1069.59
10802,15.3,2,0,23.95,115.21,1168,1920.24
10803,57.6,9,1,11.33,46.5,932,375.79
10804,60.7,9,1,8.66,38.42,1250,719.63
10805,42.4,6,0,13.52,64.92,303,937.44
10806,73.6,11,1,8.85,28.04,885,284.65
10807,93.4,14,1,6.31,25.43,1047,714.28
10808,92.6,14,1,7.44,39.78,1213,230.28
10809,45.1,7,1,11.16,40.15,202,915.21
10810,11.3,1,0,21.68,116.21,614,2527.05
10811,98.5,15,1,5.72,40.79,1486,293.92
10812,83.9,12,1,8.87,29.5,958,469.01
10813,12.5,2,0,16.87,95.23,510,506.74
10814,92.1,14,1,8.76,40.54,484,315.11
10815,87.0,13,1,6.44,35.31,225,219.22
10816,51.9,8,1,12.77,56.08,825,1328.58
10817,59.1,9,1,9.26,54.14,628,975.14
10818,39.9,6,1,12.02,61.96,1362,1146.74
10819,5.5,1,0,20.55,90.09,585,1268.9
10820,33.5,5,0,14.08,55.35,877,1463.09
10821,80.3,12,1,6.25,14.67,468,491.12
10822,0.5,0,0,18.64,91.45,679,1069.71
10823,33.3,5,0,16.4,84.73,388,1137.42
10824,39.8,6,0,12.77,68.13,1089,458.69
10825,53.7,8,0,11.7,54.92,1087,1345.99
10826,92.0,13,1,6.23,17.76,1141,534.04
10827,34.6,5,0,10.97,45.49,687,1051.05
10828,34.7,5,0,11.85,68.98,45,1077.08
10829,73.8,11,1,9.61,41.04,774,865.84
10830,45.2,7,1,11.74,57.86,450,370.44
10831,22.5,3,0,18.74,78.66,582,1448.29
10832,45.2,6,0,15.15,76.25,796,1574.9
10833,14.1,2,0,19.33,87.98,822,657.35
10834,17.6,2,0,20.99,111.74,1179,2435.99
10835,49.8,8,1,12.36,67.45,1061,842.64
10836,41.9,6,0,15.01,66.84,909,841.92
10837,91.5,14,1,5.11,23.2,881,397.88
10838,36.2,6,0,19.47,87.67,539,1988.07
10839,58.1,9,1,15.26,58.34,1455,1109.83
10840,63.2,11,1,10.54,41.59,1229,928.15
10841,1.3,0,0,20.58,100.87,995,1543.34
10842,66.4,10,1,12.77,64.71,943,1108.62
10843,17.8,3,0,17.04,83.35,1420,722.88
10844,96.1,14,1,4.27,17.33,47,142.96
10845,14.9,2,0,19.52,103.49,85,826.11
10846,41.5,6,1,13.94,67.58,948,776.81
10847,8.5,2,0,19.09,99.02,1088,1007.99
10848,99.7,15,1,3.38,-2.4,931,288.54
10849,50.2,7,1,9.03,2.16,659,641.4
10850,59.5,9,1,11.54,58.37,823,386.51
10851,6.7,2,0,20.8,84.88,376,689.27
10852,75.0,11,1,8.3,37.61,1085,316.67
10853,21.0,4,0,19.72,91.48,937,1218.25
10854,89.8,14,1,5.12,41.24,1053,156.45
10855,20.5,3,0,14.81,75.29,1186,1102.74
10856,19.1,3,0,17.01,83.39,605,1062.45
10857,3.7,1,0,19.29,101.38,228,1543.0
10858,47.2,6,0,14.46,73.28,1309,1371.88
10859,56.5,8,0,9.98,43.1,1395,524.82
10860,6.6,1,0,21.75,115.65,1284,959.99
10861,77.6,12,1,12.3,47.39,330,676.81
10862,45.3,6,0,13.12,66.37,1046,395.68
10863,52.4,8,0,14.63,53.97,55,596.92
10864,44.1,7,0,11.28,56.29,1440,1100.64
10865,40.1,7,0,16.14,79.5,1338,807.85
10866,56.0,8,1,13.7,83.36,479,1636.97
10867,15.5,3,0,19.4,76.69,349,875.03
10868,18.2,3,0,17.24,76.44,185,1741.06
10869,86.2,12,1,1.16,14.21,500,108.41
10870,94.6,14,1,4.52,25.22,449,266.64
10871,37.3,6,0,13.15,65.01,1166,785.93
10872,27.1,4,0,13.98,57.06,680,1128.46
10873,64.4,10,1,10.58,44.58,1475,1129.03
10874,40.9,6,0,13.03,75.62,915,843.78
10875,2.5,1,0,17.97,85.72,959,638.05
10876,15.6,3,0,15.54,78.53,864,989.86
10877,71.6,12,1,7.83,36.37,905,380.99
10878,65.9,10,1,12.36,46.91,971,1415.57
10879,2.7,1,0,18.27,97.5,1023,1694.63
10880,22.2,3,0,15.64,80.36,1338,540.75
10881,23.1,4,0,15.62,99.19,601,880.48
10882,67.2,10,1,10.6,40.22,83,365.91
10883,2.0,0,0,20.62,107.61,634,2158.94
10884,10.4,1,0,12.35,45.51,354,1377.85
10885,80.0,12,1,10.04,49.84,999,402.66
10886,17.9,2,0,20.19,107.17,914,1405.75
10887,65.3,10,1,8.11,17.17,294,923.48
10888,23.8,3,0,14.48,67.35,411,623.64
10889,9.9,1,0,17.61,78.61,1266,990.94
10890,24.3,4,0,14.84,63.86,362,851.59
10891,72.2,10,1,9.61,50.17,1063,314.3
10892,85.6,13,1,3.27,27.46,1411,108.78
10893,83.0,13,1,5.31,24.09,232,614.64
10894,39.7,6,0,17.12,84.33,87,1393.54
10895,66.8,10,1,8.12,40.18,1276,467.7
10896,20.5,3,0,19.41,93.19,1422,1243.81
10897,29.3,5,0,16.31,66.85,1471,1538.62
10898,89.6,14,1,2.94,25.75,576,185.18
10899,1.3,0,0,21.08,104.28,900,1064.51
10900,8.6,1,0,18.48,92.85,132,723.78
10901,20.8,3,0,15.97,68.19,1214,1526.8
10902,2.7,1,0,20.09,91.61,1253,929.18
10903,18.1,3,0,18.23,85.65,1213,661.17
10904,58.3,9,1,12.67,44.71,894,866.96
10905,42.1,6,0,16.04,59.27,1189,538.32
10906,89.3,13,1,7.43,29.36,427,868.19
10907,81.7,12,1,4.99,29.44,421,431.42
10908,34.2,6,1,13.93,60.01,135,609.34
10909,25.9,4,0,21.99,94.85,1107,1001.0
10910,38.0,6,0,15.75,67.05,1330,1280.23
10911,59.0,8,1,15.88,71.44,140,986.0
10912,26.8,4,0,18.77,86.38,253,1871.07
10913,62.4,9,1,11.12,76.11,104,879.84
10914,40.9,6,0,14.46,80.48,535,997.74
10915,55.2,8,1,11.65,66.68,1067,1359.18
10916,43.6,6,0,9.98,60.17,799,650.35
10917,29.4,5,0,15.62,64.49,511,1031.78
10918,94.8,14,1,8.19,26.48,1242,736.44
10919,76.4,11,1,7.35,23.66,393,755.97
10920,14.0,1,0,18.72,103.87,268,1616.65
10921,86.8,13,1,8.68,35.92,1454,806.15
10922,48.7,7,1,10.87,39.04,875,690.94
10923,89.5,12,1,5.68,22.74,1014,415.52
10924,80.0,12,1,5.97,26.15,1357,284.97
10925,42.5,6,1,11.98,60.32,1144,1092.84
10926,2.2,1,0,17.09,84.67,421,853.32
10927,26.9,4,0,14.17,59.32,1237,426.7
10928,54.2,8,1,14.71,77.81,1070,1677.51
10929,63.3,10,1,8.67,34.9,994,498.88
10930,25.8,3,0,16.38,76.98,41,781.27
10931,13.9,2,0,16.9,88.33,1219,914.85
10932,83.5,13,1,9.83,40.44,175,587.25
10933,98.4,15,1,7.86,31.75,1335,571.49
10934,52.6,9,1,13.84,72.64,198,501.58
10935,17.2,2,0,18.04,77.59,876,626.72
10936,27.2,5,0,15.45,70.12,199,870.79
10937,1.8,0,0,17.34,89.07,794,981.77
10938,91.4,14,1,10.17,70.38,1399,412.78
10939,11.8,2,0,16.71,86.56,528,1110.07
10940,57.7,8,0,12.68,65.83,1350,704.53
10941,27.4,4,0,18.01,92.02,1195,582.53
10942,55.4,8,1,10.58,39.52,926,1160.78
10943,65.1,9,1,12.3,60.25,1106,1349.82
10944,83.0,13,1,9.08,43.27,147,443.34
10945,20.6,3,0,20.36,101.1,394,909.25
10946,1.1,0,0,18.9,91.94,165,1497.94
10947,13.7,2,0,15.37,77.76,1467,1333.62
10948,90.0,14,1,5.49,23.08,1130,637.82
10949,87.4,13,1,7.31,35.7,586,467.56
10950,59.7,9,1,11.16,40.68,47,955.72
10951,60.1,9,1,10.21,45.65,432,1113.26
10952,66.5,10,1,6.21,44.41,234,437.78
10953,17.5,3,0,18.31,91.24,528,750.91
10954,91.4,14,1,10.23,48.88,353,654.42
10955,41.9,6,0,14.65,90.23,624,619.56
10956,38.3,6,1,15.47,59.97,591,487.27
10957,51.9,8,1,13.36,52.48,1334,1304.47
10958,4.7,1,0,20.09,114.42,1219,1033.79
10959,16.6,2,0,19.37,93.46,1296,584.6
10960,73.8,11,1,9.72,44.11,508,1054.8
10961,8.3,1,0,18.13,74.43,193,1268.03
10962,60.3,9,1,9.36,49.63,353,482.02
10963,24.5,4,0,15.82,81.65,580,848.76
10964,38.9,6,1,14.79,59.5,860,763.88
10965,28.9,4,0,15.04,70.72,669,714.55
10966,35.6,5,0,15.29,69.87,663,1616.31
10967,71.9,11,1,10.09,51.12,788,457.38
10968,29.7,5,0,17.21,70.86,237,1386.56
10969,56.6,9,1,14.07,80.68,344,520.01
10970,47.6,7,0,13.02,72.11,333,1503.25
10971,66.4,10,1,7.43,31.85,930,626.34
10972,93.7,14,1,5.26,22.98,268,585.35
10973,73.3,11,1,9.1,42.25,833,598.86
10974,21.5,4,0,13.1,54.71,1277,1348.78
10975,3.1,0,0,22.31,102.43,1141,2383.35
10976,26.2,4,0,16.35,75.64,1482,1524.89
10977,59.5,8,1,11.84,73.77,1273,454.24
10978,5.1,1,0,21.96,115.35,304,690.58
10979,49.6,8,0,11.29,64.01,983,509.97
10980,59.7,9,1,12.2,62.44,1119,495.67
10981,33.4,5,0,14.77,59.16,1476,1407.03
10982,77.1,11,1,8.07,38.3,284,646.65
10983,10.7,2,0,16.86,91.12,154,1303.88
10984,7.5,1,0,22.2,93.35,1199,1171.23
10985,72.8,11,1,8.33,46.67,644,365.81
10986,49.5,6,1,13.97,91.44,414,678.79
10987,68.8,10,1,5.92,39.57,476,390.87
10988,43.5,6,0,15.84,90.88,416,1530.35
10989,24.6,4,0,18.41,90.66,412,974.01
10990,81.9,13,1,7.91,48.13,1330,734.64
10991,79.9,12,1,7.55,28.7,1435,560.48
10992,69.5,11,1,10.38,58.18,153,1138.58
10993,27.2,4,0,20.5,105.27,1320,1044.73
10994,59.0,10,0,7.62,39.62,1164,537.8
10995,36.1,6,0,16.15,91.34,1434,625.0
10996,9.2,1,0,16.8,74.98,1211,1010.75
10997,91.7,14,1,6.2,27.8,757,468.84
10998,13.7,2,0,17.45,84.76,925,1674.27
10999,95.0,14,1,4.89,12.66,1171,233.87
11000,44.6,6,0,13.29,66.17,357,659.56
11001,18.5,3,0,14.95,53.71,723,1298.29
11002,54.2,8,0,13.93,77.86,1121,897.39
11003,87.3,14,1,3.32,16.43,1487,243.65
11004,73.2,11,1,10.1,43.01,388,1063.05
11005,80.7,12,1,7.25,26.04,1032,543.15
11006,65.9,10,1,7.78,34.88,826,690.28
11007,69.2,10,1,10.02,55.32,472,892.88
11008,84.9,13,1,4.15,25.67,193,424.65
11009,25.0,3,0,16.33,70.98,1002,1427.77
11010,48.9,7,1,9.81,38.2,390,351.52
11011,22.1,3,0,17.6,91.38,614,1070.0
11012,98.8,16,1,3.34,8.45,1172,397.59
11013,94.4,15,1,4.94,24.34,882,235.57
11014,3.9,1,0,20.0,97.3,1040,1656.11
11015,70.6,11,1,7.87,41.05,1248,833.15
11016,92.5,14,1,6.01,37.86,1053,497.57
11017,18.1,3,0,14.26,55.19,270,905.57
11018,56.8,9,1,12.74,41.08,695,474.19
11019,91.5,14,1,9.8,41.08,594,612.99
11020,3.4,1,0,25.08,139.3,1195,1163.36
11021,69.7,11,1,9.72,67.89,861,1132.16
11022,29.7,5,0,17.12,101.4,1005,1615.32
11023,92.4,13,1,2.57,10.31,60,250.43
11024,97.1,14,1,8.44,21.8,252,584.36
11025,94.4,14,1,7.39,10.87,295,294.84
11026,47.4,7,0,11.92,50.77,1335,643.73
11027,86.2,12,1,9.54,43.71,817,509.19
11028,84.5,14,1,6.82,46.39,410,503.39
11029,31.9,5,0,14.3,77.75,585,1022.28
11030,82.9,13,1,8.52,43.28,91,587.94
11031,3.7,1,0,17.32,73.79,742,1292.73
11032,59.6,9,1,13.1,52.79,876,1556.7
11033,23.0,3,0,14.44,71.98,550,820.94
11034,12.1,2,0,16.09,84.55,1124,1373.67
11035,7.7,1,0,17.03,85.86,631,877.99
11036,69.6,10,1,11.07,42.27,169,796.98
11037,34.0,5,0,13.67,72.45,1369,656.22
11038,72.5,11,1,6.43,35.34,1393,515.93
11039,6.5,0,0,17.81,74.25,619,959.09
11040,31.5,4,0,15.21,64.77,557,506.66
11041,53.9,8,0,9.55,53.07,570,987.23
11042,79.1,13,1,5.84,25.57,1469,242.61
11043,31.9,5,0,19.44,110.0,404,1227.12
11044,62.6,9,1,8.89,47.93,320,648.49
11045,88.6,13,1,6.06,23.98,72,417.67
11046,61.6,9,1,10.03,48.04,1106,955.96
11047,23.3,4,0,15.66,75.83,1285,1310.9
11048,2.4,0,0,20.88,92.58,1265,1181.46
11049,87.0,13,1,8.84,32.85,37,306.33
11050,2.1,1,0,19.07,98.9,512,1889.52
11051,87.5,13,1,4.41,30.04,71,272.22
11052,52.9,7,0,14.61,76.47,362,1608.2
11053,93.9,14,1,5.72,43.37,1286,374.98
11054,79.9,12,1,11.48,49.42,1123,1085.88
11055,99.8,14,1,0.54,20.17,1069,61.86
11056,35.1,4,0,15.13,63.16,98,1340.57
11057,76.7,11,1,12.33,48.55,82,828.75
11058,40.2,6,0,13.26,45.17,714,1074.93
11059,48.0,8,0,12.35,54.6,1023,974.54
11060,62.8,9,0,11.18,48.37,1432,923.85
11061,87.4,13,1,5.78,33.27,556,249.78
11062,98.4,15,1,4.61,24.69,92,428.11
11063,76.8,11,1,7.8,24.91,290,335.82
11064,41.8,6,0,12.48,55.78,1174,390.82
11065,42.1,6,0,16.14,73.57,887,1391.76
11066,73.8,11,1,9.86,28.68,1293,399.55
11067,23.9,3,0,16.92,70.92,1160,1680.78
11068,11.0,2,0,19.96,87.71,209,2154.42
11069,35.5,4,0,14.15,82.97,1069,1627.62
11070,28.7,4,0,14.14,69.88,384,1269.81
11071,29.6,5,0,14.35,75.83,963,1053.02
11072,23.4,3,0,16.5,63.46,1362,1018.14
11073,4.2,1,0,17.25,95.34,756,1279.66
11074,1.8,0,0,18.73,103.57,618,882.78
11075,98.8,15,1,4.15,-1.06,634,254.64
11076,42.8,6,1,17.83,78.18,210,1686.96
11077,38.4,5,0,8.69,46.92,203,430.75
11078,68.0,10,1,9.45,52.13,383,508.09
11079,21.8,4,0,20.18,89.74,383,1966.33
11080,95.0,14,1,5.99,25.54,1272,275.57
11081,78.6,12,1,9.71,40.34,1368,506.18
11082,8.9,1,0,18.86,91.69,463,595.59
