customer_id,revenue,customer_type,value_segment
11392,1146.27,Retail/SMB,High-Value Enterprise (Top 25%)
11801,315.45,Retail/SMB,Mid-Market SMB (Middle 50%)
11315,582.71,Retail/SMB,Mid-Market SMB (Middle 50%)
11112,556.09,Retail/SMB,Mid-Market SMB (Middle 50%)
11007,889.85,Retail/SMB,High-Value Enterprise (Top 25%)
11327,684.74,Retail/SMB,High-Value Enterprise (Top 25%)
10427,662.19,Retail/SMB,High-Value Enterprise (Top 25%)
11559,380.71,Retail/SMB,Mid-Market SMB (Middle 50%)
11294,797.39,Retail/SMB,High-Value Enterprise (Top 25%)
10591,538.12,Retail/SMB,Mid-Market SMB (Middle 50%)
11958,8686.2,Enterprise VIP,High-Value Enterprise (Top 25%)
11977,14208.96,Enterprise VIP,High-Value Enterprise (Top 25%)
11133,573.14,Retail/SMB,Mid-Market SMB (Middle 50%)
10986,652.89,Retail/SMB,High-Value Enterprise (Top 25%)
10399,342.54,Retail/SMB,Mid-Market SMB (Middle 50%)
11512,236.48,Retail/SMB,Low-Value Retail (Bottom 25%)
10437,457.54,Retail/SMB,Mid-Market SMB (Middle 50%)
10193,714.13,Retail/SMB,High-Value Enterprise (Top 25%)
11436,1035.42,Retail/SMB,High-Value Enterprise (Top 25%)
10615,344.84,Retail/SMB,Mid-Market SMB (Middle 50%)
11494,454.62,Retail/SMB,Mid-Market SMB (Middle 50%)
10577,307.29,Retail/SMB,Mid-Market SMB (Middle 50%)
10987,895.33,Retail/SMB,High-Value Enterprise (Top 25%)
11433,187.81,Retail/SMB,Low-Value Retail (Bottom 25%)
10707,549.8,Retail/SMB,Mid-Market SMB (Middle 50%)
11259,123.23,Retail/SMB,Low-Value Retail (Bottom 25%)
10142,293.59,Retail/SMB,Low-Value Retail (Bottom 25%)
11358,619.01,Retail/SMB,Mid-Market SMB (Middle 50%)
10003,369.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11222,401.19,Retail/SMB,Mid-Market SMB (Middle 50%)
11870,10692.3,Enterprise VIP,High-Value Enterprise (Top 25%)
11623,1927.16,Retail/SMB,High-Value Enterprise (Top 25%)
10340,566.23,Retail/SMB,Mid-Market SMB (Middle 50%)
11770,301.22,Retail/SMB,Low-Value Retail (Bottom 25%)
11537,349.97,Retail/SMB,Mid-Market SMB (Middle 50%)
10484,221.4,Retail/SMB,Low-Value Retail (Bottom 25%)
10266,654.27,Retail/SMB,High-Value Enterprise (Top 25%)
10377,945.05,Retail/SMB,High-Value Enterprise (Top 25%)
10742,489.12,Retail/SMB,Mid-Market SMB (Middle 50%)
11014,434.83,Retail/SMB,Mid-Market SMB (Middle 50%)
10440,711.45,Retail/SMB,High-Value Enterprise (Top 25%)
10272,424.62,Retail/SMB,Mid-Market SMB (Middle 50%)
10185,617.82,Retail/SMB,Mid-Market SMB (Middle 50%)
10940,459.7,Retail/SMB,Mid-Market SMB (Middle 50%)
10245,168.98,Retail/SMB,Low-Value Retail (Bottom 25%)
10932,245.53,Retail/SMB,Low-Value Retail (Bottom 25%)
10446,563.38,Retail/SMB,Mid-Market SMB (Middle 50%)
10597,364.85,Retail/SMB,Mid-Market SMB (Middle 50%)
10818,305.24,Retail/SMB,Low-Value Retail (Bottom 25%)
11273,634.92,Retail/SMB,High-Value Enterprise (Top 25%)
11677,437.22,Retail/SMB,Mid-Market SMB (Middle 50%)
10487,530.52,Retail/SMB,Mid-Market SMB (Middle 50%)
10681,241.48,Retail/SMB,Low-Value Retail (Bottom 25%)
10416,485.85,Retail/SMB,Mid-Market SMB (Middle 50%)
10274,464.15,Retail/SMB,Mid-Market SMB (Middle 50%)
11472,557.44,Retail/SMB,Mid-Market SMB (Middle 50%)
11830,468.14,Retail/SMB,Mid-Market SMB (Middle 50%)
11455,375.51,Retail/SMB,Mid-Market SMB (Middle 50%)
10251,569.51,Retail/SMB,Mid-Market SMB (Middle 50%)
10414,441.8,Retail/SMB,Mid-Market SMB (Middle 50%)
11386,525.44,Retail/SMB,Mid-Market SMB (Middle 50%)
11308,513.06,Retail/SMB,Mid-Market SMB (Middle 50%)
10716,501.58,Retail/SMB,Mid-Market SMB (Middle 50%)
10311,427.38,Retail/SMB,Mid-Market SMB (Middle 50%)
10927,625.39,Retail/SMB,Mid-Market SMB (Middle 50%)
10382,460.54,Retail/SMB,Mid-Market SMB (Middle 50%)
11566,232.81,Retail/SMB,Low-Value Retail (Bottom 25%)
10426,473.8,Retail/SMB,Mid-Market SMB (Middle 50%)
11875,10716.62,Enterprise VIP,High-Value Enterprise (Top 25%)
10533,285.52,Retail/SMB,Low-Value Retail (Bottom 25%)
10753,429.23,Retail/SMB,Mid-Market SMB (Middle 50%)
10766,652.67,Retail/SMB,High-Value Enterprise (Top 25%)
11357,197.71,Retail/SMB,Low-Value Retail (Bottom 25%)
10409,559.3,Retail/SMB,Mid-Market SMB (Middle 50%)
11615,109.6,Retail/SMB,Low-Value Retail (Bottom 25%)
10695,357.61,Retail/SMB,Mid-Market SMB (Middle 50%)
11739,626.16,Retail/SMB,Mid-Market SMB (Middle 50%)
10549,203.97,Retail/SMB,Low-Value Retail (Bottom 25%)
10937,514.7,Retail/SMB,Mid-Market SMB (Middle 50%)
11390,425.2,Retail/SMB,Mid-Market SMB (Middle 50%)
11608,541.13,Retail/SMB,Mid-Market SMB (Middle 50%)
11940,9028.05,Enterprise VIP,High-Value Enterprise (Top 25%)
11482,891.57,Retail/SMB,High-Value Enterprise (Top 25%)
10183,544.24,Retail/SMB,Mid-Market SMB (Middle 50%)
11941,7298.56,Enterprise VIP,High-Value Enterprise (Top 25%)
11161,475.31,Retail/SMB,Mid-Market SMB (Middle 50%)
10171,385.72,Retail/SMB,Mid-Market SMB (Middle 50%)
10293,233.5,Retail/SMB,Low-Value Retail (Bottom 25%)
10562,130.97,Retail/SMB,Low-Value Retail (Bottom 25%)
11457,403.77,Retail/SMB,Mid-Market SMB (Middle 50%)
11877,11481.48,Enterprise VIP,High-Value Enterprise (Top 25%)
11652,568.24,Retail/SMB,Mid-Market SMB (Middle 50%)
10850,746.32,Retail/SMB,High-Value Enterprise (Top 25%)
10273,285.58,Retail/SMB,Low-Value Retail (Bottom 25%)
11550,563.62,Retail/SMB,Mid-Market SMB (Middle 50%)
11035,433.61,Retail/SMB,Mid-Market SMB (Middle 50%)
11744,216.01,Retail/SMB,Low-Value Retail (Bottom 25%)
10372,198.95,Retail/SMB,Low-Value Retail (Bottom 25%)
11670,641.81,Retail/SMB,High-Value Enterprise (Top 25%)
10722,183.35,Retail/SMB,Low-Value Retail (Bottom 25%)
10734,193.65,Retail/SMB,Low-Value Retail (Bottom 25%)
10778,725.87,Retail/SMB,High-Value Enterprise (Top 25%)
10519,449.0,Retail/SMB,Mid-Market SMB (Middle 50%)
10335,883.32,Retail/SMB,High-Value Enterprise (Top 25%)
10846,337.94,Retail/SMB,Mid-Market SMB (Middle 50%)
11252,366.86,Retail/SMB,Mid-Market SMB (Middle 50%)
11053,366.28,Retail/SMB,Mid-Market SMB (Middle 50%)
11924,13491.28,Enterprise VIP,High-Value Enterprise (Top 25%)
10016,441.07,Retail/SMB,Mid-Market SMB (Middle 50%)
10708,866.62,Retail/SMB,High-Value Enterprise (Top 25%)
10901,236.6,Retail/SMB,Low-Value Retail (Bottom 25%)
11980,6590.11,Enterprise VIP,High-Value Enterprise (Top 25%)
11573,345.37,Retail/SMB,Mid-Market SMB (Middle 50%)
10904,343.99,Retail/SMB,Mid-Market SMB (Middle 50%)
10466,805.46,Retail/SMB,High-Value Enterprise (Top 25%)
11978,7710.58,Enterprise VIP,High-Value Enterprise (Top 25%)
10200,308.59,Retail/SMB,Mid-Market SMB (Middle 50%)
11207,161.34,Retail/SMB,Low-Value Retail (Bottom 25%)
11056,759.45,Retail/SMB,High-Value Enterprise (Top 25%)
11132,464.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11380,287.1,Retail/SMB,Low-Value Retail (Bottom 25%)
10999,781.58,Retail/SMB,High-Value Enterprise (Top 25%)
10728,447.89,Retail/SMB,Mid-Market SMB (Middle 50%)
11772,217.03,Retail/SMB,Low-Value Retail (Bottom 25%)
11910,7246.36,Enterprise VIP,High-Value Enterprise (Top 25%)
11822,500.03,Retail/SMB,Mid-Market SMB (Middle 50%)
10568,407.06,Retail/SMB,Mid-Market SMB (Middle 50%)
10044,294.68,Retail/SMB,Low-Value Retail (Bottom 25%)
10275,393.72,Retail/SMB,Mid-Market SMB (Middle 50%)
11097,339.42,Retail/SMB,Mid-Market SMB (Middle 50%)
10102,510.92,Retail/SMB,Mid-Market SMB (Middle 50%)
11232,363.05,Retail/SMB,Mid-Market SMB (Middle 50%)
11722,466.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11833,589.52,Retail/SMB,Mid-Market SMB (Middle 50%)
10108,807.62,Retail/SMB,High-Value Enterprise (Top 25%)
11618,315.13,Retail/SMB,Mid-Market SMB (Middle 50%)
10498,300.15,Retail/SMB,Low-Value Retail (Bottom 25%)
11981,9579.32,Enterprise VIP,High-Value Enterprise (Top 25%)
10882,735.23,Retail/SMB,High-Value Enterprise (Top 25%)
10757,209.53,Retail/SMB,Low-Value Retail (Bottom 25%)
10620,526.69,Retail/SMB,Mid-Market SMB (Middle 50%)
11107,466.26,Retail/SMB,Mid-Market SMB (Middle 50%)
11936,10168.7,Enterprise VIP,High-Value Enterprise (Top 25%)
10810,534.36,Retail/SMB,Mid-Market SMB (Middle 50%)
11038,396.53,Retail/SMB,Mid-Market SMB (Middle 50%)
10073,709.5,Retail/SMB,High-Value Enterprise (Top 25%)
11284,424.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11272,414.54,Retail/SMB,Mid-Market SMB (Middle 50%)
11335,297.35,Retail/SMB,Low-Value Retail (Bottom 25%)
11459,429.53,Retail/SMB,Mid-Market SMB (Middle 50%)
10482,662.66,Retail/SMB,High-Value Enterprise (Top 25%)
11069,513.67,Retail/SMB,Mid-Market SMB (Middle 50%)
10507,466.39,Retail/SMB,Mid-Market SMB (Middle 50%)
11238,291.85,Retail/SMB,Low-Value Retail (Bottom 25%)
11862,11312.28,Enterprise VIP,High-Value Enterprise (Top 25%)
11990,14303.77,Enterprise VIP,High-Value Enterprise (Top 25%)
11477,793.51,Retail/SMB,High-Value Enterprise (Top 25%)
11867,7144.82,Enterprise VIP,High-Value Enterprise (Top 25%)
11456,269.37,Retail/SMB,Low-Value Retail (Bottom 25%)
10312,567.74,Retail/SMB,Mid-Market SMB (Middle 50%)
10963,289.22,Retail/SMB,Low-Value Retail (Bottom 25%)
10406,315.75,Retail/SMB,Mid-Market SMB (Middle 50%)
11331,343.57,Retail/SMB,Mid-Market SMB (Middle 50%)
11650,666.2,Retail/SMB,High-Value Enterprise (Top 25%)
10310,158.36,Retail/SMB,Low-Value Retail (Bottom 25%)
10227,493.87,Retail/SMB,Mid-Market SMB (Middle 50%)
11858,7788.25,Enterprise VIP,High-Value Enterprise (Top 25%)
10711,424.37,Retail/SMB,Mid-Market SMB (Middle 50%)
11944,12272.23,Enterprise VIP,High-Value Enterprise (Top 25%)
11384,469.97,Retail/SMB,Mid-Market SMB (Middle 50%)
11786,636.62,Retail/SMB,High-Value Enterprise (Top 25%)
10149,324.25,Retail/SMB,Mid-Market SMB (Middle 50%)
11555,316.86,Retail/SMB,Mid-Market SMB (Middle 50%)
11957,9504.74,Enterprise VIP,High-Value Enterprise (Top 25%)
10926,431.66,Retail/SMB,Mid-Market SMB (Middle 50%)
10943,763.65,Retail/SMB,High-Value Enterprise (Top 25%)
10837,881.04,Retail/SMB,High-Value Enterprise (Top 25%)
10576,360.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10558,927.59,Retail/SMB,High-Value Enterprise (Top 25%)
11236,523.01,Retail/SMB,Mid-Market SMB (Middle 50%)
11361,221.43,Retail/SMB,Low-Value Retail (Bottom 25%)
11348,250.16,Retail/SMB,Low-Value Retail (Bottom 25%)
11162,459.52,Retail/SMB,Mid-Market SMB (Middle 50%)
11443,336.38,Retail/SMB,Mid-Market SMB (Middle 50%)
10287,294.43,Retail/SMB,Low-Value Retail (Bottom 25%)
11605,528.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11058,225.85,Retail/SMB,Low-Value Retail (Bottom 25%)
10599,322.77,Retail/SMB,Mid-Market SMB (Middle 50%)
10933,513.55,Retail/SMB,Mid-Market SMB (Middle 50%)
11462,301.19,Retail/SMB,Low-Value Retail (Bottom 25%)
11638,377.15,Retail/SMB,Mid-Market SMB (Middle 50%)
11588,653.21,Retail/SMB,High-Value Enterprise (Top 25%)
11041,481.01,Retail/SMB,Mid-Market SMB (Middle 50%)
11231,182.1,Retail/SMB,Low-Value Retail (Bottom 25%)
10807,294.95,Retail/SMB,Low-Value Retail (Bottom 25%)
10905,228.51,Retail/SMB,Low-Value Retail (Bottom 25%)
11680,246.01,Retail/SMB,Low-Value Retail (Bottom 25%)
11205,454.96,Retail/SMB,Mid-Market SMB (Middle 50%)
10768,189.15,Retail/SMB,Low-Value Retail (Bottom 25%)
10610,474.87,Retail/SMB,Mid-Market SMB (Middle 50%)
11993,8555.28,Enterprise VIP,High-Value Enterprise (Top 25%)
11565,210.4,Retail/SMB,Low-Value Retail (Bottom 25%)
11423,525.84,Retail/SMB,Mid-Market SMB (Middle 50%)
11011,286.79,Retail/SMB,Low-Value Retail (Bottom 25%)
10494,310.59,Retail/SMB,Mid-Market SMB (Middle 50%)
11321,583.58,Retail/SMB,Mid-Market SMB (Middle 50%)
10278,306.49,Retail/SMB,Low-Value Retail (Bottom 25%)
11847,883.3,Retail/SMB,High-Value Enterprise (Top 25%)
10359,590.76,Retail/SMB,Mid-Market SMB (Middle 50%)
11111,385.83,Retail/SMB,Mid-Market SMB (Middle 50%)
10237,393.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10552,521.68,Retail/SMB,Mid-Market SMB (Middle 50%)
11868,10177.5,Enterprise VIP,High-Value Enterprise (Top 25%)
11813,203.52,Retail/SMB,Low-Value Retail (Bottom 25%)
10209,626.75,Retail/SMB,Mid-Market SMB (Middle 50%)
11387,527.98,Retail/SMB,Mid-Market SMB (Middle 50%)
11561,365.08,Retail/SMB,Mid-Market SMB (Middle 50%)
10059,483.11,Retail/SMB,Mid-Market SMB (Middle 50%)
10632,409.25,Retail/SMB,Mid-Market SMB (Middle 50%)
11962,11136.87,Enterprise VIP,High-Value Enterprise (Top 25%)
11860,8589.72,Enterprise VIP,High-Value Enterprise (Top 25%)
11817,684.38,Retail/SMB,High-Value Enterprise (Top 25%)
10364,240.43,Retail/SMB,Low-Value Retail (Bottom 25%)
10506,316.66,Retail/SMB,Mid-Market SMB (Middle 50%)
11166,389.26,Retail/SMB,Mid-Market SMB (Middle 50%)
11122,536.45,Retail/SMB,Mid-Market SMB (Middle 50%)
11630,334.9,Retail/SMB,Mid-Market SMB (Middle 50%)
11217,531.95,Retail/SMB,Mid-Market SMB (Middle 50%)
11152,336.17,Retail/SMB,Mid-Market SMB (Middle 50%)
11125,496.17,Retail/SMB,Mid-Market SMB (Middle 50%)
11595,171.02,Retail/SMB,Low-Value Retail (Bottom 25%)
10119,464.18,Retail/SMB,Mid-Market SMB (Middle 50%)
11250,476.07,Retail/SMB,Mid-Market SMB (Middle 50%)
11994,7342.4,Enterprise VIP,High-Value Enterprise (Top 25%)
10523,427.02,Retail/SMB,Mid-Market SMB (Middle 50%)
10514,616.46,Retail/SMB,Mid-Market SMB (Middle 50%)
10082,839.8,Retail/SMB,High-Value Enterprise (Top 25%)
10916,358.21,Retail/SMB,Mid-Market SMB (Middle 50%)
11019,441.97,Retail/SMB,Mid-Market SMB (Middle 50%)
10381,429.78,Retail/SMB,Mid-Market SMB (Middle 50%)
11030,861.05,Retail/SMB,High-Value Enterprise (Top 25%)
11689,167.45,Retail/SMB,Low-Value Retail (Bottom 25%)
10085,614.55,Retail/SMB,Mid-Market SMB (Middle 50%)
11678,828.51,Retail/SMB,High-Value Enterprise (Top 25%)
10330,630.5,Retail/SMB,Mid-Market SMB (Middle 50%)
10007,325.23,Retail/SMB,Mid-Market SMB (Middle 50%)
10746,415.17,Retail/SMB,Mid-Market SMB (Middle 50%)
11554,616.42,Retail/SMB,Mid-Market SMB (Middle 50%)
10915,865.34,Retail/SMB,High-Value Enterprise (Top 25%)
10874,162.04,Retail/SMB,Low-Value Retail (Bottom 25%)
10452,620.17,Retail/SMB,Mid-Market SMB (Middle 50%)
10491,723.55,Retail/SMB,High-Value Enterprise (Top 25%)
11481,523.26,Retail/SMB,Mid-Market SMB (Middle 50%)
10288,227.18,Retail/SMB,Low-Value Retail (Bottom 25%)
10949,544.15,Retail/SMB,Mid-Market SMB (Middle 50%)
11986,10200.32,Enterprise VIP,High-Value Enterprise (Top 25%)
11369,703.93,Retail/SMB,High-Value Enterprise (Top 25%)
11147,526.52,Retail/SMB,Mid-Market SMB (Middle 50%)
10706,870.33,Retail/SMB,High-Value Enterprise (Top 25%)
11727,545.75,Retail/SMB,Mid-Market SMB (Middle 50%)
11702,80.62,Retail/SMB,Low-Value Retail (Bottom 25%)
11629,490.97,Retail/SMB,Mid-Market SMB (Middle 50%)
11600,223.89,Retail/SMB,Low-Value Retail (Bottom 25%)
11539,841.23,Retail/SMB,High-Value Enterprise (Top 25%)
11406,360.53,Retail/SMB,Mid-Market SMB (Middle 50%)
11651,325.77,Retail/SMB,Mid-Market SMB (Middle 50%)
10328,506.48,Retail/SMB,Mid-Market SMB (Middle 50%)
10443,916.74,Retail/SMB,High-Value Enterprise (Top 25%)
10775,505.85,Retail/SMB,Mid-Market SMB (Middle 50%)
11088,1029.85,Retail/SMB,High-Value Enterprise (Top 25%)
11221,663.53,Retail/SMB,High-Value Enterprise (Top 25%)
11636,438.25,Retail/SMB,Mid-Market SMB (Middle 50%)
10178,485.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11323,106.78,Retail/SMB,Low-Value Retail (Bottom 25%)
10705,268.8,Retail/SMB,Low-Value Retail (Bottom 25%)
10087,160.6,Retail/SMB,Low-Value Retail (Bottom 25%)
11884,11283.89,Enterprise VIP,High-Value Enterprise (Top 25%)
11948,11133.19,Enterprise VIP,High-Value Enterprise (Top 25%)
10458,408.76,Retail/SMB,Mid-Market SMB (Middle 50%)
11829,979.21,Retail/SMB,High-Value Enterprise (Top 25%)
10055,438.03,Retail/SMB,Mid-Market SMB (Middle 50%)
11502,237.66,Retail/SMB,Low-Value Retail (Bottom 25%)
10644,531.32,Retail/SMB,Mid-Market SMB (Middle 50%)
10678,224.07,Retail/SMB,Low-Value Retail (Bottom 25%)
10222,274.59,Retail/SMB,Low-Value Retail (Bottom 25%)
10114,587.62,Retail/SMB,Mid-Market SMB (Middle 50%)
10983,356.04,Retail/SMB,Mid-Market SMB (Middle 50%)
11229,101.86,Retail/SMB,Low-Value Retail (Bottom 25%)
11000,861.07,Retail/SMB,High-Value Enterprise (Top 25%)
10175,304.16,Retail/SMB,Low-Value Retail (Bottom 25%)
10782,188.53,Retail/SMB,Low-Value Retail (Bottom 25%)
10590,322.65,Retail/SMB,Mid-Market SMB (Middle 50%)
11560,167.3,Retail/SMB,Low-Value Retail (Bottom 25%)
10019,414.24,Retail/SMB,Mid-Market SMB (Middle 50%)
10424,675.69,Retail/SMB,High-Value Enterprise (Top 25%)
11344,474.78,Retail/SMB,Mid-Market SMB (Middle 50%)
10286,182.31,Retail/SMB,Low-Value Retail (Bottom 25%)
11584,360.69,Retail/SMB,Mid-Market SMB (Middle 50%)
10429,200.3,Retail/SMB,Low-Value Retail (Bottom 25%)
11510,599.1,Retail/SMB,Mid-Market SMB (Middle 50%)
11319,532.56,Retail/SMB,Mid-Market SMB (Middle 50%)
10670,156.38,Retail/SMB,Low-Value Retail (Bottom 25%)
10032,340.63,Retail/SMB,Mid-Market SMB (Middle 50%)
10941,346.58,Retail/SMB,Mid-Market SMB (Middle 50%)
10723,279.73,Retail/SMB,Low-Value Retail (Bottom 25%)
10995,532.67,Retail/SMB,Mid-Market SMB (Middle 50%)
10215,394.45,Retail/SMB,Mid-Market SMB (Middle 50%)
10814,123.59,Retail/SMB,Low-Value Retail (Bottom 25%)
10327,335.69,Retail/SMB,Mid-Market SMB (Middle 50%)
10561,329.43,Retail/SMB,Mid-Market SMB (Middle 50%)
11113,413.14,Retail/SMB,Mid-Market SMB (Middle 50%)
10701,426.46,Retail/SMB,Mid-Market SMB (Middle 50%)
11579,392.82,Retail/SMB,Mid-Market SMB (Middle 50%)
11190,238.59,Retail/SMB,Low-Value Retail (Bottom 25%)
10342,327.05,Retail/SMB,Mid-Market SMB (Middle 50%)
10630,469.83,Retail/SMB,Mid-Market SMB (Middle 50%)
10148,629.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11310,224.55,Retail/SMB,Low-Value Retail (Bottom 25%)
10361,525.31,Retail/SMB,Mid-Market SMB (Middle 50%)
10084,352.45,Retail/SMB,Mid-Market SMB (Middle 50%)
10049,372.22,Retail/SMB,Mid-Market SMB (Middle 50%)
10469,635.69,Retail/SMB,High-Value Enterprise (Top 25%)
10156,284.28,Retail/SMB,Low-Value Retail (Bottom 25%)
10773,73.55,Retail/SMB,Low-Value Retail (Bottom 25%)
11240,421.17,Retail/SMB,Mid-Market SMB (Middle 50%)
11201,439.08,Retail/SMB,Mid-Market SMB (Middle 50%)
11403,321.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11203,453.03,Retail/SMB,Mid-Market SMB (Middle 50%)
11631,220.38,Retail/SMB,Low-Value Retail (Bottom 25%)
10501,492.14,Retail/SMB,Mid-Market SMB (Middle 50%)
11765,254.35,Retail/SMB,Low-Value Retail (Bottom 25%)
10180,309.2,Retail/SMB,Mid-Market SMB (Middle 50%)
11048,658.38,Retail/SMB,High-Value Enterprise (Top 25%)
11756,425.92,Retail/SMB,Mid-Market SMB (Middle 50%)
10951,250.44,Retail/SMB,Low-Value Retail (Bottom 25%)
11317,170.87,Retail/SMB,Low-Value Retail (Bottom 25%)
11620,447.78,Retail/SMB,Mid-Market SMB (Middle 50%)
10529,457.94,Retail/SMB,Mid-Market SMB (Middle 50%)
10347,318.0,Retail/SMB,Mid-Market SMB (Middle 50%)
11388,205.8,Retail/SMB,Low-Value Retail (Bottom 25%)
11961,9803.22,Enterprise VIP,High-Value Enterprise (Top 25%)
11051,644.02,Retail/SMB,High-Value Enterprise (Top 25%)
11973,8528.55,Enterprise VIP,High-Value Enterprise (Top 25%)
11442,254.55,Retail/SMB,Low-Value Retail (Bottom 25%)
10602,680.96,Retail/SMB,High-Value Enterprise (Top 25%)
11282,322.05,Retail/SMB,Mid-Market SMB (Middle 50%)
10244,536.01,Retail/SMB,Mid-Market SMB (Middle 50%)
11337,313.46,Retail/SMB,Mid-Market SMB (Middle 50%)
11068,267.86,Retail/SMB,Low-Value Retail (Bottom 25%)
11476,435.13,Retail/SMB,Mid-Market SMB (Middle 50%)
10313,154.61,Retail/SMB,Low-Value Retail (Bottom 25%)
10436,530.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11899,6725.97,Enterprise VIP,High-Value Enterprise (Top 25%)
11329,730.6,Retail/SMB,High-Value Enterprise (Top 25%)
10309,550.21,Retail/SMB,Mid-Market SMB (Middle 50%)
10431,281.32,Retail/SMB,Low-Value Retail (Bottom 25%)
10661,854.97,Retail/SMB,High-Value Enterprise (Top 25%)
10371,155.34,Retail/SMB,Low-Value Retail (Bottom 25%)
10567,243.77,Retail/SMB,Low-Value Retail (Bottom 25%)
10980,499.95,Retail/SMB,Mid-Market SMB (Middle 50%)
10182,442.48,Retail/SMB,Mid-Market SMB (Middle 50%)
11363,545.35,Retail/SMB,Mid-Market SMB (Middle 50%)
10622,199.85,Retail/SMB,Low-Value Retail (Bottom 25%)
10819,382.64,Retail/SMB,Mid-Market SMB (Middle 50%)
11193,1166.67,Retail/SMB,High-Value Enterprise (Top 25%)
10953,830.16,Retail/SMB,High-Value Enterprise (Top 25%)
11422,559.51,Retail/SMB,Mid-Market SMB (Middle 50%)
11841,824.17,Retail/SMB,High-Value Enterprise (Top 25%)
10923,180.36,Retail/SMB,Low-Value Retail (Bottom 25%)
11074,364.58,Retail/SMB,Mid-Market SMB (Middle 50%)
10297,548.27,Retail/SMB,Mid-Market SMB (Middle 50%)
10967,699.53,Retail/SMB,High-Value Enterprise (Top 25%)
10462,331.56,Retail/SMB,Mid-Market SMB (Middle 50%)
11303,559.48,Retail/SMB,Mid-Market SMB (Middle 50%)
11177,328.15,Retail/SMB,Mid-Market SMB (Middle 50%)
10378,704.6,Retail/SMB,High-Value Enterprise (Top 25%)
10799,541.6,Retail/SMB,Mid-Market SMB (Middle 50%)
11103,746.11,Retail/SMB,High-Value Enterprise (Top 25%)
10106,493.73,Retail/SMB,Mid-Market SMB (Middle 50%)
10127,536.16,Retail/SMB,Mid-Market SMB (Middle 50%)
11996,11532.09,Enterprise VIP,High-Value Enterprise (Top 25%)
10839,725.89,Retail/SMB,High-Value Enterprise (Top 25%)
10356,479.35,Retail/SMB,Mid-Market SMB (Middle 50%)
11617,319.82,Retail/SMB,Mid-Market SMB (Middle 50%)
10683,439.85,Retail/SMB,Mid-Market SMB (Middle 50%)
10813,232.41,Retail/SMB,Low-Value Retail (Bottom 25%)
11681,433.75,Retail/SMB,Mid-Market SMB (Middle 50%)
10210,384.08,Retail/SMB,Mid-Market SMB (Middle 50%)
11493,625.88,Retail/SMB,Mid-Market SMB (Middle 50%)
10141,426.84,Retail/SMB,Mid-Market SMB (Middle 50%)
11975,7278.27,Enterprise VIP,High-Value Enterprise (Top 25%)
11340,311.27,Retail/SMB,Mid-Market SMB (Middle 50%)
11798,880.1,Retail/SMB,High-Value Enterprise (Top 25%)
11575,495.78,Retail/SMB,Mid-Market SMB (Middle 50%)
11182,228.55,Retail/SMB,Low-Value Retail (Bottom 25%)
11394,589.63,Retail/SMB,Mid-Market SMB (Middle 50%)
11816,153.84,Retail/SMB,Low-Value Retail (Bottom 25%)
10712,274.16,Retail/SMB,Low-Value Retail (Bottom 25%)
11794,245.95,Retail/SMB,Low-Value Retail (Bottom 25%)
10893,165.7,Retail/SMB,Low-Value Retail (Bottom 25%)
10860,654.32,Retail/SMB,High-Value Enterprise (Top 25%)
10011,237.04,Retail/SMB,Low-Value Retail (Bottom 25%)
11695,58.61,Retail/SMB,Low-Value Retail (Bottom 25%)
11428,643.82,Retail/SMB,High-Value Enterprise (Top 25%)
10283,390.55,Retail/SMB,Mid-Market SMB (Middle 50%)
10811,344.38,Retail/SMB,Mid-Market SMB (Middle 50%)
11342,805.96,Retail/SMB,High-Value Enterprise (Top 25%)
10292,259.78,Retail/SMB,Low-Value Retail (Bottom 25%)
10755,430.92,Retail/SMB,Mid-Market SMB (Middle 50%)
10627,352.53,Retail/SMB,Mid-Market SMB (Middle 50%)
10944,763.49,Retail/SMB,High-Value Enterprise (Top 25%)
10862,377.35,Retail/SMB,Mid-Market SMB (Middle 50%)
10130,1884.23,Retail/SMB,High-Value Enterprise (Top 25%)
11176,208.05,Retail/SMB,Low-Value Retail (Bottom 25%)
10324,435.73,Retail/SMB,Mid-Market SMB (Middle 50%)
11091,985.65,Retail/SMB,High-Value Enterprise (Top 25%)
10844,331.02,Retail/SMB,Mid-Market SMB (Middle 50%)
10964,535.88,Retail/SMB,Mid-Market SMB (Middle 50%)
11865,7288.13,Enterprise VIP,High-Value Enterprise (Top 25%)
10866,946.93,Retail/SMB,High-Value Enterprise (Top 25%)
10922,441.59,Retail/SMB,Mid-Market SMB (Middle 50%)
10696,741.69,Retail/SMB,High-Value Enterprise (Top 25%)
10216,508.24,Retail/SMB,Mid-Market SMB (Middle 50%)
11781,536.31,Retail/SMB,Mid-Market SMB (Middle 50%)
